mouse_ensembl_gene,times_equal_or_more_extreme,p,mouse_symbol,q,aPD1_H_21,aPD1_S_69,aPD1_90,untreated_H_79,untreated_S_27,untreated_106
ENSMUSG00000039375,1000000,1.0,Wdr17,1.0,0,0,0,0,0,0
ENSMUSG00000039376,1000000,1.0,Synpo2l,1.0,0,0,0,0,0,0
ENSMUSG00000039377,1000000,1.0,Hlx,1.0,0,0,0,0,0,0
ENSMUSG00000039382,1000000,1.0,Wdr45,1.0,0,0,0,0,0,0
ENSMUSG00000039384,718552,0.7185522814477185,Dusp10,1.0,0,1,1,0,0,0
ENSMUSG00000039385,1000000,1.0,Cdh6,1.0,0,0,0,1,0,1
ENSMUSG00000039391,1000000,1.0,Ccdc81,1.0,0,0,0,0,0,0
ENSMUSG00000039395,718952,0.7189522810477189,Mreg,1.0,0,1,1,0,0,0
ENSMUSG00000039396,1000000,1.0,Neil3,1.0,0,0,0,0,0,0
ENSMUSG00000039405,1000000,1.0,Prss23,1.0,0,0,0,0,0,0
ENSMUSG00000039410,1000000,1.0,Prdm16,1.0,0,0,0,0,0,0
ENSMUSG00000039414,1000000,1.0,Heatr5b,1.0,0,0,0,0,0,0
ENSMUSG00000039419,708145,0.7081452918547081,Cntnap2,1.0,0,5,5,4,0,4
ENSMUSG00000039427,1000000,1.0,Alg1,1.0,0,0,0,0,0,0
ENSMUSG00000039428,718952,0.7189522810477189,Tmem135,1.0,0,1,1,0,0,0
ENSMUSG00000039431,1000000,1.0,Mtmr7,1.0,0,0,0,0,0,0
ENSMUSG00000039438,1000000,1.0,Ttc36,1.0,0,0,0,0,0,0
ENSMUSG00000039449,1000000,1.0,Prpf18,1.0,0,0,0,0,0,0
ENSMUSG00000039450,1000000,1.0,Dcxr,1.0,0,0,0,0,0,0
ENSMUSG00000039452,1000000,1.0,Snx22,1.0,0,0,0,0,0,0
ENSMUSG00000039456,1000000,1.0,Morc3,1.0,0,0,0,0,0,0
ENSMUSG00000039457,1000000,1.0,Ppl,1.0,0,0,0,1,0,1
ENSMUSG00000039458,1000000,1.0,Mtmr12,1.0,0,0,0,1,0,1
ENSMUSG00000039461,1000000,1.0,Tcta,1.0,0,0,0,0,0,0
ENSMUSG00000039462,1000000,1.0,Col10a1,1.0,0,0,0,0,0,0
ENSMUSG00000039463,1000000,1.0,Slc9a8,1.0,0,0,0,0,0,0
ENSMUSG00000039470,1000000,1.0,Zdhhc2,1.0,0,0,0,0,0,0
ENSMUSG00000039473,1000000,1.0,Ubn1,1.0,0,0,0,0,0,0
ENSMUSG00000039474,1000000,1.0,Wfs1,1.0,0,0,0,0,0,0
ENSMUSG00000039476,1000000,1.0,Prrx2,1.0,0,0,0,0,0,0
ENSMUSG00000039477,1000000,1.0,Tnrc18,1.0,0,0,0,0,1,1
ENSMUSG00000039478,718825,0.7188252811747188,Micu3,1.0,0,1,1,0,0,0
ENSMUSG00000039480,718287,0.7182872817127183,Nt5dc1,1.0,0,1,1,0,0,0
ENSMUSG00000039481,1000000,1.0,Nrtn,1.0,0,0,0,0,0,0
ENSMUSG00000039483,1000000,1.0,Asb6,1.0,0,0,0,0,0,0
ENSMUSG00000039485,1000000,1.0,Tspyl4,1.0,0,0,0,0,0,0
ENSMUSG00000039488,665581,0.6655813344186656,Cntn5,1.0,0,0,0,2,0,2
ENSMUSG00000039492,1000000,1.0,Ccdc27,1.0,0,0,0,0,0,0
ENSMUSG00000039496,1000000,1.0,Cdnf,1.0,0,0,0,0,0,0
ENSMUSG00000039497,718351,0.7183512816487183,Dse,1.0,0,1,1,0,0,0
ENSMUSG00000039501,1000000,1.0,Znfx1,1.0,0,0,0,0,0,0
ENSMUSG00000039508,1000000,1.0,Calhm4,1.0,0,0,0,0,0,0
ENSMUSG00000039509,1000000,1.0,Nup133,1.0,0,0,0,0,0,0
ENSMUSG00000039512,1000000,1.0,Uhrf1bp1,1.0,0,0,0,0,0,0
ENSMUSG00000039515,1000000,1.0,Ptpa,1.0,0,0,0,0,0,0
ENSMUSG00000039518,1000000,1.0,Cdsn,1.0,0,0,0,0,0,0
ENSMUSG00000039519,1000000,1.0,Cyp7b1,1.0,0,0,0,0,0,0
ENSMUSG00000039521,1000000,1.0,Foxp3,1.0,0,0,0,0,0,0
ENSMUSG00000039523,1000000,1.0,Cep104,1.0,0,0,0,0,0,0
ENSMUSG00000039529,718797,0.7187972812027188,Atp8b1,1.0,0,1,1,0,0,0
ENSMUSG00000039530,665223,0.6652233347766652,Tusc3,1.0,0,0,0,2,0,2
ENSMUSG00000039531,719572,0.7195722804277196,Zup1,1.0,0,1,1,0,0,0
ENSMUSG00000039533,1000000,1.0,Mmd2,1.0,0,0,0,0,0,0
ENSMUSG00000039536,1000000,1.0,Stau1,1.0,0,0,0,0,0,0
ENSMUSG00000039539,1000000,1.0,Sgcz,1.0,0,0,0,0,1,1
ENSMUSG00000039542,791644,0.7916442083557916,Ncam1,1.0,0,3,3,1,1,2
ENSMUSG00000039543,1000000,1.0,Cfap70,1.0,0,0,0,0,0,0
ENSMUSG00000039546,1000000,1.0,Ajap1,1.0,0,0,0,0,0,0
ENSMUSG00000039552,1000000,1.0,Rsph4a,1.0,0,0,0,0,0,0
ENSMUSG00000039555,1000000,1.0,Cylc2,1.0,0,0,0,0,1,1
ENSMUSG00000039556,1000000,1.0,Ppp1r3f,1.0,0,0,0,0,0,0
ENSMUSG00000039568,1000000,1.0,Ubald1,1.0,0,0,0,0,0,0
ENSMUSG00000039577,1000000,1.0,Nphp4,1.0,0,0,0,0,0,0
ENSMUSG00000039578,513859,0.5138594861405139,Ccser1,1.0,0,2,2,0,0,0
ENSMUSG00000039579,107937,0.10793789206210794,Grin3a,1.0,1,2,3,0,0,0
ENSMUSG00000039585,1000000,1.0,Myo9a,1.0,0,0,0,0,0,0
ENSMUSG00000039599,1000000,1.0,Fam149b,1.0,0,0,0,0,0,0
ENSMUSG00000039601,718734,0.7187342812657187,Rcan2,1.0,0,1,1,0,0,0
ENSMUSG00000039607,540407,0.5404074595925404,Rbms3,1.0,0,1,1,2,1,3
ENSMUSG00000039611,1000000,1.0,Tmem246,1.0,0,0,0,0,0,0
ENSMUSG00000039615,1000000,1.0,Stub1,1.0,0,0,0,0,0,0
ENSMUSG00000039616,1000000,1.0,Mocos,1.0,0,0,0,0,0,0
ENSMUSG00000039620,1000000,1.0,Trmt9b,1.0,0,0,0,0,0,0
ENSMUSG00000039621,1000000,1.0,Prex1,1.0,0,0,0,0,0,0
ENSMUSG00000039623,1000000,1.0,Ap5z1,1.0,0,0,0,0,0,0
ENSMUSG00000039628,1000000,1.0,Hs3st6,1.0,0,0,0,0,0,0
ENSMUSG00000039629,1000000,1.0,Strip2,1.0,0,0,0,0,0,0
ENSMUSG00000039630,1000000,1.0,Hnrnpu,1.0,0,0,0,0,0,0
ENSMUSG00000039632,1000000,1.0,Ccdc151,1.0,0,0,0,0,0,0
ENSMUSG00000039633,1000000,1.0,Lonrf1,1.0,0,0,0,0,0,0
ENSMUSG00000039634,1000000,1.0,Zfp189,1.0,0,0,0,0,0,0
ENSMUSG00000039637,1000000,1.0,Coro7,1.0,0,0,0,0,0,0
ENSMUSG00000039639,1000000,1.0,Kcne1,1.0,0,0,0,0,0,0
ENSMUSG00000039640,1000000,1.0,Mrpl12,1.0,0,0,0,0,0,0
ENSMUSG00000039646,1000000,1.0,Vasn,1.0,0,0,0,0,0,0
ENSMUSG00000039648,718351,0.7183512816487183,Kyat1,1.0,0,1,1,0,0,0
ENSMUSG00000039652,1000000,1.0,Cpeb3,1.0,0,0,0,0,0,0
ENSMUSG00000039653,1000000,1.0,Baat,1.0,0,0,0,0,0,0
ENSMUSG00000039656,1000000,1.0,Rxrb,1.0,0,0,0,0,0,0
ENSMUSG00000039660,1000000,1.0,Spout1,1.0,0,0,0,0,0,0
ENSMUSG00000039661,1000000,1.0,Dusp26,1.0,0,0,0,0,0,0
ENSMUSG00000039662,1000000,1.0,Icmt,1.0,0,0,0,0,0,0
ENSMUSG00000039670,1000000,1.0,Oxld1,1.0,0,0,0,0,0,0
ENSMUSG00000039671,209562,0.20956279043720957,Zmynd8,1.0,1,0,1,0,0,0
ENSMUSG00000039672,718352,0.7183522816477184,Kcne2,1.0,0,1,1,0,0,0
ENSMUSG00000039676,1000000,1.0,Capsl,1.0,0,0,0,0,0,0
ENSMUSG00000039678,1000000,1.0,Tbc1d13,1.0,0,0,0,0,0,0
ENSMUSG00000039680,1000000,1.0,Mrps6,1.0,0,0,0,0,0,0
ENSMUSG00000039682,1000000,1.0,Lap3,1.0,0,0,0,0,0,0
ENSMUSG00000039683,1000000,1.0,Sdk1,1.0,0,3,3,1,2,3
ENSMUSG00000039686,1000000,1.0,Zer1,1.0,0,0,0,0,0,0
ENSMUSG00000039691,1000000,1.0,Tspan10,1.0,0,0,0,0,0,0
ENSMUSG00000039693,1000000,1.0,Msantd3,1.0,0,0,0,0,0,0
ENSMUSG00000039697,353621,0.35362164637835364,Ncoa7,1.0,0,4,4,1,0,1
ENSMUSG00000039699,1000000,1.0,Batf2,1.0,0,0,0,0,0,0
ENSMUSG00000039701,718952,0.7189522810477189,Usp53,1.0,0,1,1,0,0,0
ENSMUSG00000039703,1000000,1.0,Nploc4,1.0,0,0,0,0,0,0
ENSMUSG00000039704,1000000,1.0,Lmbrd2,1.0,0,0,0,0,0,0
ENSMUSG00000039706,1000000,1.0,Ldb2,1.0,0,1,1,1,0,1
ENSMUSG00000039713,1000000,1.0,Plekhg5,1.0,0,0,0,0,0,0
ENSMUSG00000039714,1000000,1.0,Cplx3,1.0,0,0,0,0,0,0
ENSMUSG00000039715,1000000,1.0,Wdr34,1.0,0,0,0,0,0,0
ENSMUSG00000039716,718352,0.7183522816477184,Dock3,1.0,0,1,1,0,0,0
ENSMUSG00000039717,1000000,1.0,Ralyl,1.0,0,0,0,0,0,0
ENSMUSG00000039720,1000000,1.0,Got1l1,1.0,0,0,0,0,0,0
ENSMUSG00000039725,1000000,1.0,Trp53rka,1.0,0,0,0,0,0,0
ENSMUSG00000039728,717995,0.717995282004718,Slc6a5,1.0,0,1,1,0,0,0
ENSMUSG00000039735,1000000,1.0,Fnbp1l,1.0,0,0,0,0,0,0
ENSMUSG00000039737,1000000,1.0,Prkrip1,1.0,0,0,0,0,0,0
ENSMUSG00000039738,1000000,1.0,Slx4,1.0,0,0,0,0,0,0
ENSMUSG00000039740,1000000,1.0,Alg2,1.0,0,0,0,0,0,0
ENSMUSG00000039741,1000000,1.0,Bahcc1,1.0,0,0,0,0,0,0
ENSMUSG00000039742,1000000,1.0,Fam71f1,1.0,0,0,0,0,0,0
ENSMUSG00000039745,1000000,1.0,Htatip2,1.0,0,0,0,0,0,0
ENSMUSG00000039747,1000000,1.0,Orai2,1.0,0,0,0,0,0,0
ENSMUSG00000039748,1000000,1.0,Exo1,1.0,0,0,0,0,0,0
ENSMUSG00000039753,1000000,1.0,Fbxl5,1.0,0,1,1,1,0,1
ENSMUSG00000039754,1000000,1.0,Alkbh4,1.0,0,0,0,0,0,0
ENSMUSG00000039756,1000000,1.0,Dnttip2,1.0,0,0,0,0,0,0
ENSMUSG00000039759,1000000,1.0,Thap3,1.0,0,0,0,0,0,0
ENSMUSG00000039760,1000000,1.0,Il22ra2,1.0,0,0,0,1,0,1
ENSMUSG00000039763,1000000,1.0,Dnajc28,1.0,0,0,0,0,0,0
ENSMUSG00000039765,1000000,1.0,Cc2d2a,1.0,0,0,0,0,0,0
ENSMUSG00000039768,514377,0.5143774856225144,Dnajc11,1.0,0,2,2,0,0,0
ENSMUSG00000039770,1000000,1.0,Ypel5,1.0,0,0,0,0,0,0
ENSMUSG00000039771,1000000,1.0,Polr2j,1.0,0,0,0,0,0,0
ENSMUSG00000039774,1000000,1.0,Galnt12,1.0,0,0,0,0,0,0
ENSMUSG00000039781,1000000,1.0,Cep131,1.0,0,0,0,0,0,0
ENSMUSG00000039782,1000000,1.0,Cpeb2,1.0,0,0,0,0,0,0
ENSMUSG00000039783,1000000,1.0,Kmo,1.0,0,0,0,0,0,0
ENSMUSG00000039787,1000000,1.0,Cercam,1.0,0,0,0,0,0,0
ENSMUSG00000039789,1000000,1.0,Zfp597,1.0,0,0,0,0,0,0
ENSMUSG00000039795,718172,0.7181722818277182,Zfand1,1.0,0,1,1,0,0,0
ENSMUSG00000039801,1000000,1.0,Cplane1,1.0,0,0,0,1,0,1
ENSMUSG00000039804,1000000,1.0,Ncoa5,1.0,0,0,0,1,0,1
ENSMUSG00000039809,1000000,1.0,Gabbr2,1.0,0,0,0,0,0,0
ENSMUSG00000039810,1000000,1.0,Zc3h10,1.0,0,0,0,0,0,0
ENSMUSG00000039813,1000000,1.0,Tbc1d2,1.0,0,0,0,0,0,0
ENSMUSG00000039814,1000000,1.0,Xkr5,1.0,0,0,0,0,0,0
ENSMUSG00000039824,1000000,1.0,Myl6b,1.0,0,0,0,0,0,0
ENSMUSG00000039826,1000000,1.0,Trub2,1.0,0,0,0,0,0,0
ENSMUSG00000039828,1000000,1.0,Wdr70,1.0,1,0,1,1,0,1
ENSMUSG00000039830,1000000,1.0,Olig2,1.0,0,0,0,0,0,0
ENSMUSG00000039831,665374,0.6653743346256654,Arhgap29,1.0,0,0,0,2,0,2
ENSMUSG00000039834,1000000,1.0,Zfp335,1.0,0,0,0,0,0,0
ENSMUSG00000039835,259773,0.25977374022625976,Nhsl1,1.0,1,2,3,1,0,1
ENSMUSG00000039838,1000000,1.0,Slc45a1,1.0,0,0,0,0,0,0
ENSMUSG00000039840,1000000,1.0,Epg5,1.0,0,0,0,0,0,0
ENSMUSG00000039841,1000000,1.0,Zfp800,1.0,0,0,0,0,0,0
ENSMUSG00000039842,1000000,1.0,Mcph1,1.0,0,0,0,0,0,0
ENSMUSG00000039844,1000000,1.0,Rapgef1,1.0,0,0,0,0,0,0
ENSMUSG00000039849,1000000,1.0,Pcif1,1.0,0,0,0,0,0,0
ENSMUSG00000039850,1000000,1.0,Endov,1.0,0,0,0,0,0,0
ENSMUSG00000039851,1000000,1.0,4932438H23Rik,1.0,0,0,0,0,0,0
ENSMUSG00000039852,514484,0.5144844855155145,Rere,1.0,0,2,2,0,0,0
ENSMUSG00000039853,1000000,1.0,Trim14,1.0,0,0,0,0,0,0
ENSMUSG00000039860,1000000,1.0,Srrm3,1.0,0,0,0,0,0,0
ENSMUSG00000039865,209677,0.20967779032220968,Slc44a3,1.0,1,0,1,0,0,0
ENSMUSG00000039873,1000000,1.0,Neurl2,1.0,0,0,0,0,0,0
ENSMUSG00000039878,1000000,1.0,Slc39a5,1.0,0,0,0,0,0,0
ENSMUSG00000039879,1000000,1.0,Heca,1.0,0,0,0,0,0,0
ENSMUSG00000039883,1000000,1.0,Lrrc17,1.0,0,0,0,0,0,0
ENSMUSG00000039886,1000000,1.0,Tmem120a,1.0,0,0,0,0,0,0
ENSMUSG00000039887,1000000,1.0,Alg14,1.0,0,0,0,0,0,0
ENSMUSG00000039891,514583,0.5145834854165146,Txlnb,1.0,0,2,2,0,0,0
ENSMUSG00000039899,1000000,1.0,Fgl2,1.0,0,0,0,0,0,0
ENSMUSG00000039901,372791,0.3727916272083728,Armh3,1.0,0,0,0,1,1,2
ENSMUSG00000039903,1000000,1.0,Eva1c,1.0,1,0,1,0,1,1
ENSMUSG00000039904,1000000,1.0,Gpr37,1.0,0,0,0,0,0,0
ENSMUSG00000039908,1000000,1.0,Slc26a11,1.0,0,0,0,0,0,0
ENSMUSG00000039910,1000000,1.0,Cited2,1.0,0,0,0,0,0,0
ENSMUSG00000039911,1000000,1.0,Spsb1,1.0,0,0,0,0,0,0
ENSMUSG00000039913,1000000,1.0,Pak7,1.0,0,1,1,1,0,1
ENSMUSG00000039914,1000000,1.0,Coq10a,1.0,0,0,0,0,0,0
ENSMUSG00000039917,1000000,1.0,Rhbdd2,1.0,0,0,0,0,0,0
ENSMUSG00000039929,1000000,1.0,Urb1,1.0,0,0,0,0,0,0
ENSMUSG00000039934,1000000,1.0,Gsap,1.0,0,0,0,0,0,0
ENSMUSG00000039936,1000000,1.0,Pik3cd,1.0,0,0,0,0,0,0
ENSMUSG00000039942,1000000,1.0,Ptger4,1.0,0,0,0,0,0,0
ENSMUSG00000039943,205772,0.20577279422720576,Plcb4,1.0,0,0,0,2,1,3
ENSMUSG00000039952,1000000,1.0,Dag1,1.0,0,0,0,1,0,1
ENSMUSG00000039953,1000000,1.0,Clstn1,1.0,0,0,0,0,0,0
ENSMUSG00000039954,661116,0.6611163388836612,Stk32a,1.0,0,2,2,1,0,1
ENSMUSG00000039956,1000000,1.0,Mrap,1.0,0,0,0,0,0,0
ENSMUSG00000039958,1000000,1.0,Etfbkmt,1.0,0,0,0,0,0,0
ENSMUSG00000039959,1000000,1.0,Hip1,1.0,0,0,0,0,0,0
ENSMUSG00000039960,1000000,1.0,Rhou,1.0,0,0,0,0,0,0
ENSMUSG00000039963,1000000,1.0,Ccdc40,1.0,0,0,0,0,0,0
ENSMUSG00000039967,366999,0.366999633000367,Zfp292,1.0,0,3,3,0,0,0
ENSMUSG00000039968,1000000,1.0,Rsbn1l,1.0,0,0,0,0,0,0
ENSMUSG00000039976,108283,0.10828389171610828,Tbc1d16,1.0,1,2,3,0,0,0
ENSMUSG00000039977,660948,0.660948339051661,Deup1,1.0,0,2,2,1,0,1
ENSMUSG00000039981,1000000,1.0,Zc3h12d,1.0,0,0,0,0,0,0
ENSMUSG00000039982,1000000,1.0,Dtx4,1.0,0,0,0,0,0,0
ENSMUSG00000039983,1000000,1.0,Ccdc32,1.0,0,0,0,0,0,0
ENSMUSG00000039985,1000000,1.0,Sinhcaf,1.0,0,0,0,0,0,0
ENSMUSG00000039987,1000000,1.0,Phtf2,1.0,0,1,1,2,0,2
ENSMUSG00000039988,1000000,1.0,Ankrd13c,1.0,0,0,0,0,0,0
ENSMUSG00000039989,1000000,1.0,Cbx4,1.0,0,0,0,0,0,0
ENSMUSG00000039990,1000000,1.0,Edrf1,1.0,0,0,0,0,0,0
ENSMUSG00000039994,1000000,1.0,Timeless,1.0,0,0,0,0,0,0
ENSMUSG00000040003,1000000,1.0,Magi2,1.0,1,2,3,3,0,3
ENSMUSG00000040006,1000000,1.0,Ginm1,1.0,0,0,0,0,0,0
ENSMUSG00000040007,1000000,1.0,Bahd1,1.0,0,0,0,0,0,0
ENSMUSG00000040009,719180,0.7191802808197192,Gnaz,1.0,0,1,1,0,0,0
ENSMUSG00000040010,1000000,1.0,Slc7a5,1.0,0,0,0,0,0,0
ENSMUSG00000040013,1000000,1.0,Fkbp6,1.0,0,0,0,0,0,0
ENSMUSG00000040016,1000000,1.0,Ptger3,1.0,0,0,0,0,0,0
ENSMUSG00000040017,1000000,1.0,Saa4,1.0,0,0,0,0,0,0
ENSMUSG00000040018,1000000,1.0,Cox15,1.0,0,0,0,0,0,0
ENSMUSG00000040021,1000000,1.0,Lats1,1.0,0,0,0,0,0,0
ENSMUSG00000040022,718366,0.7183662816337184,Rab11fip2,1.0,0,1,1,0,0,0
ENSMUSG00000040025,209677,0.20967779032220968,Ythdf2,1.0,1,0,1,0,0,0
ENSMUSG00000040028,1000000,1.0,Elavl1,1.0,0,0,0,1,0,1
ENSMUSG00000040029,1000000,1.0,Ipo8,1.0,0,0,0,0,0,0
ENSMUSG00000040033,1000000,1.0,Stat2,1.0,0,0,0,0,0,0
ENSMUSG00000040034,1000000,1.0,Nup43,1.0,0,0,0,0,0,0
ENSMUSG00000040035,1000000,1.0,Disp2,1.0,0,0,0,0,0,0
ENSMUSG00000040037,1000000,1.0,Negr1,1.0,1,0,1,1,0,1
ENSMUSG00000040040,1000000,1.0,Ift88,1.0,0,0,0,0,0,0
ENSMUSG00000040043,1000000,1.0,Rbms2,1.0,0,0,0,0,0,0
ENSMUSG00000040044,1000000,1.0,Orc3,1.0,0,0,0,1,0,1
ENSMUSG00000040046,1000000,1.0,Tph1,1.0,0,0,0,0,0,0
ENSMUSG00000040048,1000000,1.0,Ndufb10,1.0,0,0,0,0,0,0
ENSMUSG00000040054,718172,0.7181722818277182,Baz2a,1.0,0,1,1,0,0,0
ENSMUSG00000040055,1000000,1.0,Gjb6,1.0,0,0,0,0,0,0
ENSMUSG00000040061,1000000,1.0,Plcb2,1.0,0,0,0,0,0,0
ENSMUSG00000040084,1000000,1.0,Bub1b,1.0,0,0,0,0,0,0
ENSMUSG00000040093,1000000,1.0,Bmf,1.0,0,0,0,0,0,0
ENSMUSG00000040097,1000000,1.0,Flywch1,1.0,0,0,0,0,0,0
ENSMUSG00000040102,210468,0.21046878953121048,Klhl42,1.0,1,0,1,0,0,0
ENSMUSG00000040105,1000000,1.0,Plpp6,1.0,0,0,0,0,0,0
ENSMUSG00000040111,1000000,1.0,Gramd1b,1.0,0,0,0,0,0,0
ENSMUSG00000040112,1000000,1.0,Mrps35,1.0,0,0,0,0,0,0
ENSMUSG00000040113,1000000,1.0,Mettl11b,1.0,0,0,0,0,0,0
ENSMUSG00000040118,1000000,1.0,Cacna2d1,1.0,3,2,5,4,1,5
ENSMUSG00000040121,1000000,1.0,Rep15,1.0,0,0,0,0,0,0
ENSMUSG00000040123,1000000,1.0,Zmym5,1.0,0,0,0,0,0,0
ENSMUSG00000040124,1000000,1.0,Gorab,1.0,0,0,0,0,0,0
ENSMUSG00000040125,1000000,1.0,Gpr26,1.0,0,0,0,0,0,0
ENSMUSG00000040127,1000000,1.0,Sdr9c7,1.0,0,0,0,0,0,0
ENSMUSG00000040128,1000000,1.0,Pnrc1,1.0,0,0,0,0,0,0
ENSMUSG00000040132,1000000,1.0,Svs2,1.0,0,0,0,0,0,0
ENSMUSG00000040133,1000000,1.0,Gpr176,1.0,0,0,0,0,0,0
ENSMUSG00000040136,1000000,1.0,Abcc8,1.0,0,0,0,0,0,0
ENSMUSG00000040138,1000000,1.0,Ndp,1.0,0,0,0,0,0,0
ENSMUSG00000040140,1000000,1.0,Tdrd6,1.0,0,0,0,0,0,0
ENSMUSG00000040146,1000000,1.0,Rgl3,1.0,0,0,0,0,0,0
ENSMUSG00000040147,1000000,1.0,Maob,1.0,0,0,0,0,0,0
ENSMUSG00000040148,1000000,1.0,Hmx3,1.0,0,0,0,0,0,0
ENSMUSG00000040151,1000000,1.0,Hs2st1,1.0,0,1,1,1,0,1
ENSMUSG00000040152,1000000,1.0,Thbs1,1.0,0,0,0,0,0,0
ENSMUSG00000040154,1000000,1.0,Wfdc5,1.0,0,0,0,0,0,0
ENSMUSG00000040158,1000000,1.0,Tax1bp3,1.0,0,0,0,0,0,0
ENSMUSG00000040163,1000000,1.0,1700034J05Rik,1.0,0,0,0,0,0,0
ENSMUSG00000040164,1000000,1.0,Kcns1,1.0,0,0,0,0,0,0
ENSMUSG00000040167,1000000,1.0,Ikzf5,1.0,0,0,0,0,0,0
ENSMUSG00000040170,1000000,1.0,Fmo2,1.0,0,0,0,0,0,0
ENSMUSG00000040174,1000000,1.0,Alkbh3,1.0,0,0,0,0,0,0
ENSMUSG00000040177,1000000,1.0,2310057M21Rik,1.0,0,0,0,0,0,0
ENSMUSG00000040181,1000000,1.0,Fmo1,1.0,0,0,0,0,0,0
ENSMUSG00000040183,1000000,1.0,Ankrd6,1.0,0,0,0,0,0,0
ENSMUSG00000040187,1000000,1.0,Arntl2,1.0,0,0,0,0,0,0
ENSMUSG00000040188,1000000,1.0,Scamp2,1.0,0,0,0,0,0,0
ENSMUSG00000040189,1000000,1.0,Ccdc114,1.0,0,0,0,0,0,0
ENSMUSG00000040195,1000000,1.0,Nemp1,1.0,0,0,0,0,0,0
ENSMUSG00000040204,1000000,1.0,Pclaf,1.0,0,0,0,0,0,0
ENSMUSG00000040205,1000000,1.0,Cuzd1,1.0,0,0,0,0,0,0
ENSMUSG00000040209,209677,0.20967779032220968,Zfp704,1.0,1,0,1,0,0,0
ENSMUSG00000040212,1000000,1.0,Emp3,1.0,0,0,0,0,0,0
ENSMUSG00000040213,1000000,1.0,Kyat3,1.0,0,0,0,0,0,0
ENSMUSG00000040219,1000000,1.0,Ttc12,1.0,0,0,0,0,0,0
ENSMUSG00000040220,1000000,1.0,Gas8,1.0,0,0,0,0,0,0
ENSMUSG00000040225,366195,0.3661956338043662,Prrc2c,1.0,0,3,3,0,0,0
ENSMUSG00000040229,1000000,1.0,Gpr34,1.0,0,0,0,0,0,0
ENSMUSG00000040231,1000000,1.0,Syngr4,1.0,0,0,0,0,0,0
ENSMUSG00000040234,1000000,1.0,Tm7sf3,1.0,0,0,0,0,0,0
ENSMUSG00000040236,1000000,1.0,Trappc5,1.0,0,0,0,0,0,0
ENSMUSG00000040242,1000000,1.0,Fgfr1op2,1.0,0,0,0,0,0,0
ENSMUSG00000040247,1000000,1.0,Tbc1d10c,1.0,0,0,0,0,0,0
ENSMUSG00000040249,1000000,1.0,Lrp1,1.0,0,0,0,0,0,0
ENSMUSG00000040250,1000000,1.0,Ints13,1.0,0,0,0,0,0,0
ENSMUSG00000040254,477084,0.4770845229154771,Sema3d,1.0,0,3,3,1,0,1
ENSMUSG00000040258,1000000,1.0,Nxph4,1.0,0,0,0,0,0,0
ENSMUSG00000040260,1000000,1.0,Daam2,1.0,0,0,0,0,0,0
ENSMUSG00000040263,1000000,1.0,Klhdc4,1.0,0,0,0,0,0,0
ENSMUSG00000040264,1000000,1.0,Gbp2b,1.0,0,0,0,0,0,0
ENSMUSG00000040265,1000000,1.0,Dnm3,1.0,0,1,1,1,0,1
ENSMUSG00000040268,1000000,1.0,Plekha1,1.0,0,0,0,0,1,1
ENSMUSG00000040269,1000000,1.0,Mrps28,1.0,0,0,0,1,0,1
ENSMUSG00000040270,718748,0.7187482812517187,Bach2,1.0,0,1,1,0,0,0
ENSMUSG00000040272,1000000,1.0,Accs,1.0,0,0,0,0,0,0
ENSMUSG00000040274,1000000,1.0,Cdk6,1.0,0,0,0,0,0,0
ENSMUSG00000040276,1000000,1.0,Pacsin1,1.0,0,0,0,0,0,0
ENSMUSG00000040280,1000000,1.0,Ndufa4l2,1.0,0,0,0,0,0,0
ENSMUSG00000040282,719284,0.7192842807157193,BC052040,1.0,0,1,1,0,0,0
ENSMUSG00000040283,1000000,1.0,Btnl9,1.0,0,0,0,0,0,0
ENSMUSG00000040287,1000000,1.0,Stac3,1.0,0,0,0,0,0,0
ENSMUSG00000040289,1000000,1.0,Hey1,1.0,0,0,0,0,0,0
ENSMUSG00000040296,1000000,1.0,Ddx58,1.0,0,0,0,0,0,0
ENSMUSG00000040297,718117,0.7181172818827182,Suco,1.0,0,1,1,0,0,0
ENSMUSG00000040298,1000000,1.0,Btbd16,1.0,0,0,0,0,0,0
ENSMUSG00000040302,1000000,1.0,Rbm48,1.0,0,0,0,0,0,0
ENSMUSG00000040310,1000000,1.0,Alx4,1.0,0,0,0,0,0,0
ENSMUSG00000040312,1000000,1.0,Cchcr1,1.0,0,0,0,0,0,0
ENSMUSG00000040314,1000000,1.0,Ctsg,1.0,0,0,0,0,0,0
ENSMUSG00000040321,1000000,1.0,Zfp770,1.0,0,0,0,1,0,1
ENSMUSG00000040322,1000000,1.0,Slc25a24,1.0,0,0,0,0,0,0
ENSMUSG00000040325,1000000,1.0,Dcaf1,1.0,0,0,0,0,0,0
ENSMUSG00000040327,1000000,1.0,Cul9,1.0,0,0,0,0,0,0
ENSMUSG00000040328,1000000,1.0,Olfr56,1.0,0,0,0,0,0,0
ENSMUSG00000040329,1000000,1.0,Il7,1.0,0,0,0,0,0,0
ENSMUSG00000040331,1000000,1.0,Nsmce4a,1.0,0,0,0,0,0,0
ENSMUSG00000040339,1000000,1.0,Fam102b,1.0,0,0,0,0,1,1
ENSMUSG00000040340,1000000,1.0,Tex45,1.0,0,0,0,0,0,0
