human_ensembl_gene,mouse_ensembl_gene,human_symbol,mouse_symbol,database_support
ENSG00000135114,ENSMUSG00000041827,OASL,Oasl1,11.0
ENSG00000164674,ENSMUSG00000041831,SYTL3,Sytl3,11.0
ENSG00000132334,ENSMUSG00000041836,PTPRE,Ptpre,12.0
ENSG00000090470,ENSMUSG00000041837,PDCD7,Pdcd7,10.0
ENSG00000152240,ENSMUSG00000041840,HAUS1,Haus1,12.0
ENSG00000145592,ENSMUSG00000041841,RPL37,Rpl37,11.0
ENSG00000137460,ENSMUSG00000041842,FHDC1,Fhdc1,11.0
ENSG00000173156,ENSMUSG00000041845,RHOD,Rhod,12.0
ENSG00000100796,ENSMUSG00000041846,SMEK1,Ppp4r3a,10.0
ENSG00000132357,ENSMUSG00000041849,CARD6,Card6,11.0
ENSG00000100207,ENSMUSG00000041852,TCF20,Tcf20,10.0
ENSG00000214788,ENSMUSG00000041857,OOSP1,Oosp1,1.0
ENSG00000112118,ENSMUSG00000041859,MCM3,Mcm3,12.0
ENSG00000076513,ENSMUSG00000041870,ANKRD13A,Ankrd13a,12.0
ENSG00000112116,ENSMUSG00000041872,IL17F,Il17f,11.0
ENSG00000198700,ENSMUSG00000041879,IPO9,Ipo9,11.0
ENSG00000267855,ENSMUSG00000041881,NDUFA7,Ndufa7,10.0
ENSG00000183742,ENSMUSG00000041886,MACC1,Macc1,10.0
ENSG00000198892,ENSMUSG00000041889,SHISA4,Shisa4,12.0
ENSG00000139436,ENSMUSG00000041890,GIT2,Git2,11.0
ENSG00000074695,ENSMUSG00000041891,LMAN1,Lman1,12.0
ENSG00000070540,ENSMUSG00000041895,WIPI1,Wipi1,12.0
ENSG00000135973,ENSMUSG00000041907,GPR45,Gpr45,11.0
ENSG00000144355,ENSMUSG00000041911,DLX1,Dlx1,12.0
ENSG00000182134,ENSMUSG00000041912,TDRKH,Tdrkh,11.0
ENSG00000144233,ENSMUSG00000041915,AMMECR1L,Ammecr1l,10.0
ENSG00000108932,ENSMUSG00000041920,SLC16A6,Slc16a6,10.0
ENSG00000172878,ENSMUSG00000041921,METAP1D,Metap1d,12.0
ENSG00000101746,ENSMUSG00000041923,NOL4,Nol4,11.0
ENSG00000176393,ENSMUSG00000041926,RNPEP,Rnpep,11.0
ENSG00000139438,ENSMUSG00000041930,FAM222A,Fam222a,12.0
ENSG00000205765,ENSMUSG00000041935,C5orf51,AW549877,12.0
ENSG00000188157,ENSMUSG00000041936,AGRN,Agrn,11.0
ENSG00000110921,ENSMUSG00000041939,MVK,Mvk,12.0
ENSG00000135953,ENSMUSG00000041945,MFSD9,Mfsd9,12.0
ENSG00000103047,ENSMUSG00000041949,TANGO6,Tango6,12.0
ENSG00000186891,ENSMUSG00000041954,TNFRSF18,Tnfrsf18,10.0
ENSG00000057294,ENSMUSG00000041957,PKP2,Pkp2,12.0
ENSG00000087111,ENSMUSG00000041958,PIGS,Pigs,12.0
ENSG00000197747,ENSMUSG00000041959,S100A10,S100a10,12.0
ENSG00000183579,ENSMUSG00000041961,ZNRF3,Znrf3,11.0
ENSG00000115827,ENSMUSG00000041966,DCAF17,Dcaf17,12.0
ENSG00000164808,ENSMUSG00000041974,SPIDR,Spidr,12.0
ENSG00000123600,ENSMUSG00000041975,METTL8,Mettl8,11.0
ENSG00000132694,ENSMUSG00000041977,ARHGEF11,Arhgef11,12.0
ENSG00000215853,ENSMUSG00000041984,RPTN,Rptn,11.0
ENSG00000110675,ENSMUSG00000041986,ELMOD1,Elmod1,12.0
ENSG00000197915,ENSMUSG00000041991,HRNR,Hrnr,8.0
ENSG00000136237,ENSMUSG00000041992,RAPGEF5,Rapgef5,11.0
ENSG00000132846,ENSMUSG00000041995,ZBED3,Zbed3,11.0
ENSG00000198586,ENSMUSG00000041997,TLK1,Tlk1,11.0
ENSG00000139445,ENSMUSG00000042002,FOXN4,Foxn4,12.0
ENSG00000076555,ENSMUSG00000042010,ACACB,Acacb,11.0
ENSG00000164253,ENSMUSG00000042015,WDR41,Wdr41,12.0
ENSG00000146918,ENSMUSG00000042029,NCAPG2,Ncapg2,11.0
ENSG00000038274,ENSMUSG00000042032,MAT2B,Mat2b,12.0
ENSG00000143061,ENSMUSG00000042035,IGSF3,Igsf3,12.0
ENSG00000173237,ENSMUSG00000042041,C11orf86,2010003K11Rik,11.0
ENSG00000169826,ENSMUSG00000042042,CSGALNACT2,Csgalnact2,12.0
ENSG00000171530,ENSMUSG00000042043,TBCA,Tbca,11.0
ENSG00000170290,ENSMUSG00000042045,SLN,Sln,7.0
ENSG00000133059,ENSMUSG00000042046,DSTYK,Dstyk,12.0
ENSG00000126870,ENSMUSG00000042050,WDR60,Wdr60,11.0
ENSG00000120008,ENSMUSG00000042055,WDR11,Wdr11,11.0
ENSG00000071909,ENSMUSG00000042064,MYO3B,Myo3b,10.0
ENSG00000133069,ENSMUSG00000042066,TMCC2,Tmcc2,12.0
ENSG00000114779,ENSMUSG00000042073,ABHD14B,Abhd14b,10.0
ENSG00000166111,ENSMUSG00000042078,SVOP,Svop,9.0
ENSG00000169813,ENSMUSG00000042079,HNRNPF,Hnrnpf,10.0
ENSG00000113273,ENSMUSG00000042082,ARSB,Arsb,11.0
ENSG00000110887,ENSMUSG00000042096,DAO,Dao,11.0
ENSG00000196793,ENSMUSG00000042097,ZNF239,Zfp239,8.0
ENSG00000186994,ENSMUSG00000042099,KANK3,Kank3,10.0
ENSG00000132837,ENSMUSG00000042102,DMGDH,Dmgdh,12.0
ENSG00000102595,ENSMUSG00000042104,UGGT2,Uggt2,9.0
ENSG00000198825,ENSMUSG00000042105,INPP5F,Inpp5f,9.0
ENSG00000185614,ENSMUSG00000042106,FAM212A,Inka1,12.0
ENSG00000172346,ENSMUSG00000042109,CSDC2,Csdc2,11.0
ENSG00000136710,ENSMUSG00000042111,CCDC115,Ccdc115,12.0
ENSG00000162873,ENSMUSG00000042115,KLHDC8A,Klhdc8a,11.0
ENSG00000179403,ENSMUSG00000042116,VWA1,Vwa1,12.0
ENSG00000132840,ENSMUSG00000042118,BHMT2,Bhmt2,12.0
ENSG00000084112,ENSMUSG00000042121,SSH1,Ssh1,12.0
ENSG00000107551,ENSMUSG00000042129,RASSF4,Rassf4,10.0
ENSG00000138398,ENSMUSG00000042133,PPIG,Ppig,12.0
ENSG00000120458,ENSMUSG00000042138,MSANTD2,Msantd2,11.0
ENSG00000006695,ENSMUSG00000042148,COX10,Cox10,12.0
ENSG00000213160,ENSMUSG00000042155,KLHL23,Klhl23,11.0
ENSG00000134874,ENSMUSG00000042156,DZIP1,Dzip1,11.0
ENSG00000164329,ENSMUSG00000042167,PAPD4,Tent2,12.0
ENSG00000140691,ENSMUSG00000042178,ARMC5,Armc5,12.0
ENSG00000187021,ENSMUSG00000042179,PNLIPRP1,Pnliprp1,12.0
ENSG00000151917,ENSMUSG00000042182,BEND6,Bend6,12.0
ENSG00000170322,ENSMUSG00000042185,NFRKB,Nfrkb,12.0
ENSG00000125409,ENSMUSG00000042189,TEKT3,Tekt3,12.0
ENSG00000174600,ENSMUSG00000042190,CMKLR1,Cmklr1,12.0
ENSG00000110660,ENSMUSG00000042195,SLC35F2,Slc35f2,10.0
ENSG00000112200,ENSMUSG00000042197,ZNF451,Zfp451,11.0
ENSG00000170791,ENSMUSG00000042198,CHCHD7,Chchd7,12.0
ENSG00000239704,ENSMUSG00000042200,CDRT4,Cdrt4,8.0
ENSG00000189339,ENSMUSG00000042202,SLC35E2B,Slc35e2,9.0
ENSG00000065491,ENSMUSG00000042203,TBC1D22B,Tbc1d22b,12.0
ENSG00000117139,ENSMUSG00000042207,KDM5B,Kdm5b,12.0
ENSG00000162929,ENSMUSG00000042208,KIAA1841,0610010F05Rik,12.0
ENSG00000248487,ENSMUSG00000042210,ABHD14A,Abhd14a,9.0
ENSG00000145868,ENSMUSG00000042211,FBXO38,Fbxo38,11.0
ENSG00000172671,ENSMUSG00000042213,ZFAND4,Zfand4,12.0
ENSG00000112208,ENSMUSG00000042215,BAG2,Bag2,12.0
ENSG00000167037,ENSMUSG00000042216,SGSM1,Sgsm1,12.0
ENSG00000184698,ENSMUSG00000042219,OR51M1,Olfr631,7.0
ENSG00000101935,ENSMUSG00000042225,AMMECR1,Ammecr1,12.0
ENSG00000254087,ENSMUSG00000042228,LYN,Lyn,11.0
ENSG00000183155,ENSMUSG00000042229,RABIF,Rabif,12.0
ENSG00000244752,ENSMUSG00000042240,CRYBB2,Crybb2,11.0
ENSG00000159527,ENSMUSG00000042244,PGLYRP3,Pglyrp3,10.0
ENSG00000170537,ENSMUSG00000042246,TMC7,Tmc7,12.0
ENSG00000100077,ENSMUSG00000042249,ADRBK2,Grk3,11.0
ENSG00000163218,ENSMUSG00000042250,PGLYRP4,Pglyrp4,11.0
ENSG00000162877,ENSMUSG00000042251,PM20D1,Pm20d1,12.0
ENSG00000138615,ENSMUSG00000042254,CILP,Cilp,11.0
ENSG00000244694,ENSMUSG00000042256,PTCHD4,Ptchd4,12.0
ENSG00000016082,ENSMUSG00000042258,ISL1,Isl1,12.0
ENSG00000179934,ENSMUSG00000042262,CCR8,Ccr8,12.0
ENSG00000124731,ENSMUSG00000042265,TREM1,Trem1,12.0
ENSG00000174502,ENSMUSG00000042268,SLC26A9,Slc26a9,11.0
ENSG00000153789,ENSMUSG00000042269,FAM92B,Fam92b,10.0
ENSG00000101888,ENSMUSG00000042271,NXT2,Nxt2,11.0
ENSG00000187231,ENSMUSG00000042272,SESTD1,Sestd1,12.0
ENSG00000152684,ENSMUSG00000042275,PELO,Pelo,10.0
ENSG00000178804,ENSMUSG00000042279,H1FOO,H1foo,12.0
ENSG00000101890,ENSMUSG00000042282,GUCY2F,Gucy2f,11.0
ENSG00000213949,ENSMUSG00000042284,ITGA1,Itga1,11.0
ENSG00000010327,ENSMUSG00000042286,STAB1,Stab1,10.0
ENSG00000099377,ENSMUSG00000042289,HSD3B7,Hsd3b7,10.0
ENSG00000196588,ENSMUSG00000042292,MKL1,Mrtfa,12.0
ENSG00000180425,ENSMUSG00000042293,C11orf71,Gm5617,11.0
ENSG00000011295,ENSMUSG00000042298,TTC19,Ttc19,11.0
ENSG00000115504,ENSMUSG00000042302,EHBP1,Ehbp1,11.0
ENSG00000100359,ENSMUSG00000042303,SGSM3,Sgsm3,9.0
ENSG00000163444,ENSMUSG00000042305,TMEM183A,Tmem183a,10.0
ENSG00000189334,ENSMUSG00000042306,S100A14,S100a14,10.0
ENSG00000099381,ENSMUSG00000042308,SETD1A,Setd1a,10.0
ENSG00000189171,ENSMUSG00000042312,S100A13,S100a13,11.0
ENSG00000119608,ENSMUSG00000042320,PROX2,Prox2,9.0
ENSG00000163939,ENSMUSG00000042323,PBRM1,Pbrm1,11.0
ENSG00000100099,ENSMUSG00000042328,HPS4,Hps4,11.0
ENSG00000128487,ENSMUSG00000042331,SPECC1,Specc1,12.0
ENSG00000157873,ENSMUSG00000042333,TNFRSF14,Tnfrsf14,8.0
ENSG00000150281,ENSMUSG00000042340,CTF1,Ctf1,12.0
ENSG00000160185,ENSMUSG00000042345,UBASH3A,Ubash3a,11.0
ENSG00000185305,ENSMUSG00000042348,ARL15,Arl15,11.0
ENSG00000263528,ENSMUSG00000042349,IKBKE,Ikbke,8.0
ENSG00000119682,ENSMUSG00000042350,AREL1,Arel1,12.0
ENSG00000100351,ENSMUSG00000042351,GRAP2,Grap2,12.0
ENSG00000183090,ENSMUSG00000042353,FREM3,Frem3,10.0
ENSG00000163938,ENSMUSG00000042354,GNL3,Gnl3,12.0
ENSG00000189280,ENSMUSG00000042357,GJB5,Gjb5,12.0
ENSG00000079156,ENSMUSG00000042359,OSBPL6,Osbpl6,11.0
ENSG00000119862,ENSMUSG00000042363,LGALSL,Lgalsl,12.0
ENSG00000178996,ENSMUSG00000042364,SNX18,Snx18,11.0
ENSG00000188910,ENSMUSG00000042367,GJB3,Gjb3,12.0
ENSG00000155636,ENSMUSG00000042369,RBM45,Rbm45,11.0
ENSG00000154025,ENSMUSG00000042371,SLC5A10,Slc5a10,12.0
ENSG00000064218,ENSMUSG00000042372,DMRT3,Dmrt3,12.0
ENSG00000188522,ENSMUSG00000042377,FAM83G,Fam83g,12.0
ENSG00000164283,ENSMUSG00000042379,ESM1,Esm1,10.0
ENSG00000163866,ENSMUSG00000042380,SMIM12,Smim12,11.0
ENSG00000113088,ENSMUSG00000042385,GZMK,Gzmk,12.0
ENSG00000170925,ENSMUSG00000042386,TEX13B,Tex13b,7.0
ENSG00000116544,ENSMUSG00000042388,DLGAP3,Dlgap3,12.0
ENSG00000154743,ENSMUSG00000042389,TSEN2,Tsen2,12.0
ENSG00000143614,ENSMUSG00000042390,GATAD2B,Gatad2b,12.0
ENSG00000076053,ENSMUSG00000042396,RBM7,Rbm7,11.0
ENSG00000095713,ENSMUSG00000042401,CRTAC1,Crtac1,12.0
ENSG00000198837,ENSMUSG00000042404,DENND4B,Dennd4b,12.0
ENSG00000128272,ENSMUSG00000042406,ATF4,Atf4,10.0
ENSG00000163867,ENSMUSG00000042408,ZMYM6,Zmym6,12.0
ENSG00000018510,ENSMUSG00000042410,AGPS,Agps,12.0
ENSG00000147596,ENSMUSG00000042414,PRDM14,Prdm14,10.0
ENSG00000152669,ENSMUSG00000042417,CCNO,Ccno,12.0
ENSG00000204498,ENSMUSG00000042419,NFKBIL1,Nfkbil1,11.0
ENSG00000156860,ENSMUSG00000042423,FBRS,Fbrs,11.0
ENSG00000147234,ENSMUSG00000042425,FRMPD3,Frmpd3,6.0
ENSG00000067248,ENSMUSG00000042426,DHX29,Dhx29,12.0
ENSG00000128268,ENSMUSG00000042428,MGAT3,Mgat3,11.0
ENSG00000163485,ENSMUSG00000042429,ADORA1,Adora1,11.0
ENSG00000080572,ENSMUSG00000042433,PIH1D3,Pih1h3b,10.0
ENSG00000166482,ENSMUSG00000042436,MFAP4,Mfap4,12.0
ENSG00000074657,ENSMUSG00000042439,ZNF532,Zfp532,11.0
ENSG00000128923,ENSMUSG00000042444,FAM63B,Mindy2,12.0
ENSG00000146463,ENSMUSG00000042446,ZMYM4,Zmym4,12.0
ENSG00000164654,ENSMUSG00000042447,MIOS,Mios,11.0
ENSG00000128645,ENSMUSG00000042448,HOXD1,Hoxd1,12.0
ENSG00000133055,ENSMUSG00000042451,MYBPH,Mybph,11.0
ENSG00000189056,ENSMUSG00000042453,RELN,Reln,11.0
ENSG00000131050,ENSMUSG00000042459,BPIFA2,Bpifa2,12.0
ENSG00000106392,ENSMUSG00000042460,C1GALT1,C1galt1,12.0
ENSG00000179958,ENSMUSG00000042462,DCTPP1,Dctpp1,12.0
ENSG00000119725,ENSMUSG00000042472,ZNF410,Zfp410,11.0
ENSG00000133138,ENSMUSG00000042473,TBC1D8B,Tbc1d8b,11.0
ENSG00000162894,ENSMUSG00000042474,FAIM3,Fcmr,9.0
ENSG00000005471,ENSMUSG00000042476,ABCB4,Abcb4,10.0
ENSG00000116819,ENSMUSG00000042477,TFAP2E,Tfap2e,12.0
ENSG00000272573,ENSMUSG00000042485,MUSTN1,Mustn1,9.0
ENSG00000166477,ENSMUSG00000042487,LEO1,Leo1,11.0
ENSG00000092853,ENSMUSG00000042489,CLSPN,Clspn,11.0
ENSG00000169221,ENSMUSG00000042492,TBC1D10B,Tbc1d10b,12.0
ENSG00000170325,ENSMUSG00000042496,PRDM10,Prdm10,11.0
ENSG00000147231,ENSMUSG00000042498,CXorf57,Radx,12.0
ENSG00000128713,ENSMUSG00000042499,HOXD11,Hoxd11,11.0
ENSG00000134698,ENSMUSG00000042500,AGO4,Ago4,11.0
ENSG00000165078,ENSMUSG00000042501,CPA6,Cpa6,12.0
ENSG00000169217,ENSMUSG00000042502,CD2BP2,Cd2bp2,12.0
ENSG00000196636,ENSMUSG00000042505,ACN9,Sdhaf3,12.0
ENSG00000124422,ENSMUSG00000042506,USP22,Usp22,11.0
ENSG00000156030,ENSMUSG00000042507,ELMSAN1,Elmsan1,12.0
ENSG00000135164,ENSMUSG00000042508,DMTF1,Dmtf1,12.0
ENSG00000182795,ENSMUSG00000042510,C1orf116,AA986860,12.0
ENSG00000197705,ENSMUSG00000042514,KLHL14,Klhl14,11.0
ENSG00000157502,ENSMUSG00000042515,MUM1L1,Pwwp3b,12.0
ENSG00000143569,ENSMUSG00000042520,UBAP2L,Ubap2l,11.0
ENSG00000119661,ENSMUSG00000042523,DNAL1,Dnal1,11.0
ENSG00000100242,ENSMUSG00000042524,SUN2,Sun2,11.0
ENSG00000184185,ENSMUSG00000042529,KCNJ12,Kcnj12,9.0
ENSG00000155265,ENSMUSG00000042532,GOLGA7B,Golga7b,11.0
ENSG00000100226,ENSMUSG00000042535,GTPBP1,Gtpbp1,12.0
ENSG00000127922,ENSMUSG00000042541,SHFM1,Sem1,9.0
ENSG00000171456,ENSMUSG00000042548,ASXL1,Asxl1,12.0
ENSG00000169375,ENSMUSG00000042557,SIN3A,Sin3a,11.0
ENSG00000116863,ENSMUSG00000042558,ADPRHL2,Adprhl2,12.0
ENSG00000184949,ENSMUSG00000042564,FAM227A,Fam227a,11.0
ENSG00000163491,ENSMUSG00000042567,NEK10,Nek10,9.0
ENSG00000109016,ENSMUSG00000042569,DHRS7B,Dhrs7b,12.0
ENSG00000105556,ENSMUSG00000042570,MIER2,Mier2,12.0
ENSG00000160714,ENSMUSG00000042572,UBE2Q1,Ube2q1,11.0
ENSG00000144229,ENSMUSG00000042581,THSD7B,Thsd7b,12.0
ENSG00000111249,ENSMUSG00000042589,CUX2,Cux2,10.0
ENSG00000086200,ENSMUSG00000042590,IPO11,Ipo11,11.0
ENSG00000111252,ENSMUSG00000042594,SH2B3,Sh2b3,12.0
ENSG00000123575,ENSMUSG00000042595,FAM199X,Fam199x,11.0
ENSG00000008197,ENSMUSG00000042596,TFAP2D,Tfap2d,12.0
ENSG00000006459,ENSMUSG00000042599,KDM7A,Kdm7a,11.0
ENSG00000182255,ENSMUSG00000042604,KCNA4,Kcna4,11.0
ENSG00000204842,ENSMUSG00000042605,ATXN2,Atxn2,11.0
ENSG00000149929,ENSMUSG00000042606,HIRIP3,Hirip3,12.0
ENSG00000005981,ENSMUSG00000042607,ASB4,Asb4,11.0
ENSG00000196182,ENSMUSG00000042608,STK40,Stk40,12.0
ENSG00000163346,ENSMUSG00000042613,PBXIP1,Pbxip1,12.0
ENSG00000116885,ENSMUSG00000042616,OSCP1,Oscp1,10.0
ENSG00000185022,ENSMUSG00000042622,MAFF,Maff,12.0
ENSG00000130254,ENSMUSG00000042625,SAFB2,Safb2,10.0
ENSG00000160691,ENSMUSG00000042626,SHC1,Shc1,12.0
ENSG00000165861,ENSMUSG00000042628,ZFYVE1,Zfyve1,11.0
ENSG00000260903,ENSMUSG00000042631,XKR7,Xkr7,9.0
ENSG00000184381,ENSMUSG00000042632,PLA2G6,Pla2g6,11.0
ENSG00000070019,ENSMUSG00000042638,GUCY2C,Gucy2c,11.0
ENSG00000121446,ENSMUSG00000042641,RGSL1,Rgsl1,10.0
ENSG00000160688,ENSMUSG00000042642,FLAD1,Flad1,11.0
ENSG00000096433,ENSMUSG00000042644,ITPR3,Itpr3,12.0
ENSG00000091542,ENSMUSG00000042650,ALKBH5,Alkbh5,10.0
ENSG00000145642,ENSMUSG00000042655,FAM159B,Shisal2b,12.0
ENSG00000140450,ENSMUSG00000042659,ARRDC4,Arrdc4,11.0
ENSG00000120314,ENSMUSG00000042660,WDR55,Wdr55,11.0
ENSG00000149599,ENSMUSG00000042662,DUSP15,Dusp15,11.0
ENSG00000148950,ENSMUSG00000042670,IMMP1L,Immp1l,12.0
ENSG00000135824,ENSMUSG00000042671,RGS8,Rgs8,12.0
ENSG00000163357,ENSMUSG00000042672,DCST1,Dcst1,11.0
ENSG00000090238,ENSMUSG00000042675,YPEL3,Ypel3,12.0
ENSG00000163874,ENSMUSG00000042677,ZC3H12A,Zc3h12a,11.0
ENSG00000091536,ENSMUSG00000042678,MYO15A,Myo15,9.0
ENSG00000141441,ENSMUSG00000042680,GAREM,Garem1,11.0
ENSG00000113811,ENSMUSG00000042682,SELK,Selenok,9.0
ENSG00000135838,ENSMUSG00000042684,NPL,Npl,12.0
ENSG00000104369,ENSMUSG00000042686,JPH1,Jph1,11.0
ENSG00000069956,ENSMUSG00000042688,MAPK6,Mapk6,12.0
ENSG00000107960,ENSMUSG00000042694,OBFC1,Stn1,12.0
ENSG00000135829,ENSMUSG00000042699,DHX9,Dhx9,11.0
ENSG00000197555,ENSMUSG00000042700,SIPA1L1,Sipa1l1,12.0
ENSG00000145781,ENSMUSG00000042705,COMMD10,Commd10,12.0
ENSG00000163879,ENSMUSG00000042707,DNALI1,Dnali1,10.0
ENSG00000157060,ENSMUSG00000042708,SHCBP1L,Shcbp1l,11.0
ENSG00000171953,ENSMUSG00000042709,ATPAF2,Atpaf2,12.0
ENSG00000185222,ENSMUSG00000042712,WBP5,Tceal9,11.0
ENSG00000154415,ENSMUSG00000042717,PPP1R3A,Ppp1r3a,11.0
ENSG00000111300,ENSMUSG00000042719,NAA25,Naa25,12.0
ENSG00000006432,ENSMUSG00000042724,MAP3K9,Map3k9,10.0
ENSG00000135148,ENSMUSG00000042726,TRAFD1,Trafd1,12.0
ENSG00000133316,ENSMUSG00000042729,WDR74,Wdr74,12.0
ENSG00000133985,ENSMUSG00000042734,TTC9,Ttc9,12.0
ENSG00000179085,ENSMUSG00000042737,DPM3,Dpm3,12.0
ENSG00000164603,ENSMUSG00000042742,C7orf60,Bmt2,12.0
ENSG00000197860,ENSMUSG00000042743,SGTB,Sgtb,12.0
ENSG00000173064,ENSMUSG00000042744,HECTD4,Hectd4,9.0
ENSG00000125968,ENSMUSG00000042745,ID1,Id1,12.0
ENSG00000163463,ENSMUSG00000042747,KRTCAP2,Krtcap2,12.0
ENSG00000133169,ENSMUSG00000042750,BEX1,Bex2,9.0
ENSG00000157064,ENSMUSG00000042751,NMNAT2,Nmnat2,12.0
ENSG00000144868,ENSMUSG00000042757,TMEM108,Tmem108,12.0
ENSG00000184730,ENSMUSG00000042759,APOBR,Apobr,11.0
ENSG00000135324,ENSMUSG00000042761,MRAP2,Mrap2,12.0
ENSG00000185090,ENSMUSG00000042763,MANEAL,Maneal,10.0
ENSG00000163462,ENSMUSG00000042766,TRIM46,Trim46,11.0
ENSG00000013583,ENSMUSG00000042770,HEBP1,Hebp1,11.0
ENSG00000116698,ENSMUSG00000042772,SMG7,Smg7,11.0
ENSG00000185499,ENSMUSG00000042784,MUC1,Muc1,5.0
ENSG00000157036,ENSMUSG00000042787,EXOG,Exog,12.0
ENSG00000215187,ENSMUSG00000042788,FAM166B,Fam166b,12.0
ENSG00000167257,ENSMUSG00000042790,RNF214,Rnf214,12.0
ENSG00000133067,ENSMUSG00000042793,LGR6,Lgr6,9.0
ENSG00000174937,ENSMUSG00000042796,OR5M3,Olfr1032,9.0
ENSG00000178301,ENSMUSG00000042797,AQP11,Aqp11,12.0
ENSG00000171722,ENSMUSG00000042800,C1orf111,Spata46,12.0
ENSG00000158292,ENSMUSG00000042804,GPR153,Gpr153,12.0
ENSG00000138411,ENSMUSG00000042807,HECW2,Hecw2,12.0
ENSG00000176153,ENSMUSG00000042808,GPX2,Gpx2,11.0
ENSG00000133619,ENSMUSG00000042810,KRBA1,Krba1,8.0
ENSG00000103241,ENSMUSG00000042812,FOXF1,Foxf1,9.0
ENSG00000101898,ENSMUSG00000042814,MCTS2P,Mcts2,2.0
ENSG00000173250,ENSMUSG00000042816,GPR151,Gpr151,12.0
ENSG00000122025,ENSMUSG00000042817,FLT3,Flt3,12.0
ENSG00000124216,ENSMUSG00000042821,SNAI1,Snai1,11.0
ENSG00000161958,ENSMUSG00000042826,FGF11,Fgf11,11.0
ENSG00000177238,ENSMUSG00000042828,TRIM72,Trim72,12.0
ENSG00000239382,ENSMUSG00000042831,ALKBH6,Alkbh6,11.0
ENSG00000134986,ENSMUSG00000042834,NREP,Nrep,11.0
ENSG00000168703,ENSMUSG00000042845,WFDC12,Wfdc12,9.0
ENSG00000198739,ENSMUSG00000042846,LRRTM3,Lrrtm3,12.0
ENSG00000178586,ENSMUSG00000042849,OR6B3,Olfr1414,8.0
ENSG00000188177,ENSMUSG00000042851,ZC3H6,Zc3h6,11.0
ENSG00000143105,ENSMUSG00000042861,KCNA10,Kcna10,11.0
ENSG00000100284,ENSMUSG00000042870,TOM1,Tom1,11.0
ENSG00000156959,ENSMUSG00000042873,LHFPL4,Lhfpl4,10.0
ENSG00000186143,ENSMUSG00000042888,PRR30,Prr30,11.0
ENSG00000176540,ENSMUSG00000042894,OR4C5,Olfr1260,8.0
ENSG00000174429,ENSMUSG00000042895,ABRA,Abra,12.0
ENSG00000186063,ENSMUSG00000042901,AIDA,Aida,12.0
ENSG00000184481,ENSMUSG00000042903,FOXO4,Foxo4,11.0
ENSG00000181616,ENSMUSG00000042909,OR52H1,Olfr648,11.0
ENSG00000176909,ENSMUSG00000042918,MAMSTR,Mamstr,9.0
ENSG00000141449,ENSMUSG00000042942,GREB1L,Greb1l,12.0
ENSG00000164318,ENSMUSG00000042961,EGFLAM,Egflam,12.0
ENSG00000188322,ENSMUSG00000042978,SBK1,Sbk1,12.0
ENSG00000243566,ENSMUSG00000042985,UPK3B,Upk3b,7.0
ENSG00000185269,ENSMUSG00000042988,NOTUM,Notum,12.0
ENSG00000165714,ENSMUSG00000042992,LOH12CR1,Borcs5,11.0
ENSG00000147896,ENSMUSG00000042993,IFNK,Ifnk,12.0
ENSG00000188811,ENSMUSG00000042997,NHLRC3,Nhlrc3,12.0
ENSG00000165105,ENSMUSG00000043003,RASEF,Rasef,12.0
ENSG00000186469,ENSMUSG00000043004,GNG2,Gng2,12.0
ENSG00000172578,ENSMUSG00000043008,KLHL6,Klhl6,12.0
ENSG00000169856,ENSMUSG00000043013,ONECUT1,Onecut1,12.0
ENSG00000189362,ENSMUSG00000043015,TMEM194B,Nemp2,11.0
ENSG00000160013,ENSMUSG00000043017,PTGIR,Ptgir,10.0
ENSG00000116406,ENSMUSG00000043019,EDEM3,Edem3,12.0
ENSG00000162643,ENSMUSG00000043020,WDR63,Wdr63,9.0
ENSG00000167723,ENSMUSG00000043029,TRPV3,Trpv3,12.0
ENSG00000173093,ENSMUSG00000043036,CCDC63,Ccdc63,10.0
ENSG00000178279,ENSMUSG00000043050,TNP2,Tnp2,7.0
ENSG00000162946,ENSMUSG00000043051,DISC1,Disc1,12.0
ENSG00000163795,ENSMUSG00000043059,ZNF513,Zfp513,10.0
ENSG00000189139,ENSMUSG00000043060,FSCB,Fscb,10.0
ENSG00000151353,ENSMUSG00000043061,TMEM18,Tmem18,11.0
ENSG00000163611,ENSMUSG00000043065,SPICE1,Spice1,12.0
ENSG00000173852,ENSMUSG00000043067,DPY19L1,Dpy19l1,12.0
ENSG00000182118,ENSMUSG00000043068,FAM89A,Fam89a,11.0
ENSG00000171992,ENSMUSG00000043079,SYNPO,Synpo,11.0
ENSG00000162460,ENSMUSG00000043085,TMEM82,Tmem82,12.0
ENSG00000163701,ENSMUSG00000043088,IL17RE,Il17re,10.0
ENSG00000167553,ENSMUSG00000043091,TUBA1C,Tuba1c,9.0
ENSG00000177374,ENSMUSG00000043099,HIC1,Hic1,12.0
ENSG00000188710,ENSMUSG00000043102,QRFP,Qrfp,12.0
ENSG00000125872,ENSMUSG00000043110,LRRN4,Lrrn4,11.0
ENSG00000221836,ENSMUSG00000043119,OR2A5,Olfr448,10.0
ENSG00000184601,ENSMUSG00000043122,C14orf180,A530016L24Rik,8.0
ENSG00000114978,ENSMUSG00000043131,MOB1A,Mob1a,12.0
ENSG00000184857,ENSMUSG00000043140,TMEM186,Tmem186,12.0
ENSG00000086159,ENSMUSG00000043144,AQP6,Aqp6,12.0
