mouse_ensembl_gene,chromosome,strand,start,end,coding_start,coding_end,KO_intervals,mouse_symbol
ENSMUSG00000031812,chr8,+,121590361,121598760,121590525,121596767,"[[121590361, 121596767]]",Map1lc3b
ENSMUSG00000031813,chr8,+,71542930,71548026,71542974,71547821,"[[71542930, 71547821]]",Mvb12a
ENSMUSG00000031816,chr8,-,121091628,121108392,121097865,121108303,"[[121097865, 121108392]]",Mthfsd
ENSMUSG00000031818,chr8,+,120668222,120674207,120669310,120674104,"[[120668222, 120674104]]",Cox4i1
ENSMUSG00000031819,chr8,-,120653914,120668121,120658092,120667978,"[[120658092, 120668121]]",Emc8
ENSMUSG00000031820,chr8,+,71396861,71404619,71397729,71404395,"[[71396861, 71404395]]",Babam1
ENSMUSG00000031821,chr8,-,120578633,120589304,120581689,120589015,"[[120581689, 120589304]]",Gins2
ENSMUSG00000031822,chr8,+,120228456,120581390,120228772,120578600,"[[120228456, 120578600]]",Gse1
ENSMUSG00000031823,chr8,-,120080890,120101482,120082543,120088068,"[[120082543, 120101482]]",Zdhhc7
ENSMUSG00000031824,chr8,+,120114152,120165306,120145335,120161261,"[[120114152, 120161261]]",6430548M08Rik
ENSMUSG00000031825,chr8,+,119992438,120052793,120010512,120050334,"[[119992438, 120050334]]",Crispld2
ENSMUSG00000031826,chr8,+,119910360,119957560,119910919,119956767,"[[119910360, 119956767]]",Usp10
ENSMUSG00000031827,chr8,-,119809222,119840544,119809930,119840400,"[[119809930, 119840544]]",Cotl1
ENSMUSG00000031828,chr8,+,119862272,119876995,119865020,119876846,"[[119862272, 119876846]]",Klhl36
ENSMUSG00000031831,chr8,+,119575235,119598454,119575362,119597662,"[[119575235, 119597662]]",Dnaaf1
ENSMUSG00000031832,chr8,-,119597975,119605222,119598614,119604377,"[[119598614, 119605222]]",Taf1c
ENSMUSG00000031833,chr8,-,70778117,70805054,70779417,70805053,"[[70779417, 70805054]]",Mast3
ENSMUSG00000031834,chr8,-,70768176,70776713,70768693,70774977,"[[70768693, 70776713]]",Pik3r2
ENSMUSG00000031835,chr8,-,119508156,119558735,119508782,119547562,"[[119508782, 119558735]]",Mbtps1
ENSMUSG00000031837,chr8,+,119446719,119472640,119447055,119472167,"[[119446719, 119472167]]",Necab2
ENSMUSG00000031839,chr8,+,119344488,119348922,119344576,119345728,"[[119344488, 119345728]]",Hsbp1
ENSMUSG00000031840,chr8,+,70754679,70758677,70755856,70758085,"[[70754679, 70758085]]",Rab3a
ENSMUSG00000031841,chr8,+,118283733,119324921,118283854,119323399,"[[118283733, 119323399]]",Cdh13
ENSMUSG00000031842,chr8,+,70723720,70751186,70724526,70750104,"[[70723720, 70750104]]",Pde4c
ENSMUSG00000031843,chr8,-,117791645,117801943,117792189,117801902,"[[117792189, 117801943]]",Mphosph6
ENSMUSG00000031844,chr8,+,117701904,117759027,117701996,117758942,"[[117701904, 117758942]]",Hsd17b2
ENSMUSG00000031845,chr8,+,117095854,117133720,117096031,117133257,"[[117095854, 117133257]]",Bco1
ENSMUSG00000031847,chr8,-,116969594,116978959,116971140,116973661,"[[116971140, 116978959]]",1700030J22Rik
ENSMUSG00000031848,chr8,+,70673248,70678752,70673455,70678448,"[[70673248, 70678448]]",Lsm4
ENSMUSG00000031849,chr8,+,70373558,70382066,70373572,70381929,"[[70373558, 70381929]]",Comp
ENSMUSG00000031851,chr8,+,125730028,125748235,125730043,125747763,"[[125730028, 125747763]]",Ntpcr
ENSMUSG00000031853,chr8,+,125910450,125947440,125910677,125944980,"[[125910450, 125944980]]",Map3k21
ENSMUSG00000031858,chr8,-,70016123,70042734,70019489,70042685,"[[70019489, 70042734]]",Mau2
ENSMUSG00000031860,chr8,+,69832491,69872292,69832709,69872084,"[[69832491, 69872084]]",Pbx4
ENSMUSG00000031861,chr8,+,69822429,69831102,69823563,69826601,"[[69822429, 69826601]]",Lpar2
ENSMUSG00000031862,chr8,+,69791163,69807749,69791255,69807526,"[[69791163, 69807526]]",Atp13a1
ENSMUSG00000031864,chr8,+,68793929,68829410,68794020,68827430,"[[68793929, 68827430]]",Ints10
ENSMUSG00000031865,chr6,+,83165920,83200117,83179873,83199808,"[[83165920, 83199808]]",Dctn1
ENSMUSG00000031870,chr9,+,8899833,8968611,8900468,8965135,"[[8899833, 8965135]]",Pgr
ENSMUSG00000031871,chr8,+,104101625,104144511,104112899,104142995,"[[104101625, 104142995]]",Cdh5
ENSMUSG00000031872,chr8,+,104170442,104219122,104181731,104217264,"[[104170442, 104217264]]",Bean1
ENSMUSG00000031875,chr8,+,104339410,104347672,104340749,104346763,"[[104339410, 104346763]]",Cmtm3
ENSMUSG00000031878,chr8,-,104511028,104534637,104511161,104534564,"[[104511161, 104534637]]",Nae1
ENSMUSG00000031879,chr8,-,104639838,104641965,104639992,104641690,"[[104639992, 104641965]]",Ciao2b
ENSMUSG00000031880,chr8,-,104628070,104631327,104628454,104630913,"[[104628454, 104631327]]",Rrad
ENSMUSG00000031881,chr8,-,104601911,104624396,104602182,104623425,"[[104602182, 104624396]]",Cdh16
ENSMUSG00000031883,chr8,+,104534700,104550343,104540886,104549676,"[[104534700, 104549676]]",Car7
ENSMUSG00000031885,chr8,+,105170674,105217989,105170976,105215969,"[[105170674, 105215969]]",Cbfb
ENSMUSG00000031887,chr8,-,105258286,105264609,105258988,105260672,"[[105258988, 105264609]]",Tradd
ENSMUSG00000031889,chr8,+,105225145,105253053,105225423,105251681,"[[105225145, 105251681]]",D230025D16Rik
ENSMUSG00000031891,chr8,+,105518755,105523988,105518865,105523416,"[[105518755, 105523416]]",Hsd11b2
ENSMUSG00000031893,chr8,+,105827731,105844680,105827787,105844621,"[[105827731, 105844621]]",Tsnaxip1
ENSMUSG00000031896,chr8,-,105932003,105933862,105932058,105933830,"[[105932058, 105933862]]",Ctrl
ENSMUSG00000031897,chr8,-,105935739,105938444,105935797,105938010,"[[105935797, 105938444]]",Psmb10
ENSMUSG00000031898,chr8,-,105973513,105979429,105973594,105979291,"[[105973594, 105979429]]",Dpep3
ENSMUSG00000031901,chr8,+,105991337,106053819,106015840,106053526,"[[105991337, 106053526]]",Dus2
ENSMUSG00000031902,chr8,+,106058840,106130537,106058840,106128039,"[[106058840, 106128039]]",Nfatc3
ENSMUSG00000031903,chr8,+,106150399,106164715,106150487,106163333,"[[106150399, 106163333]]",Pla2g15
ENSMUSG00000031904,chr8,+,106168857,106198706,106179138,106196635,"[[106168857, 106196635]]",Slc7a6
ENSMUSG00000031906,chr8,-,106252548,106337988,106255262,106265919,"[[106255262, 106337988]]",Smpd3
ENSMUSG00000031907,chr8,+,106415339,106425895,106415738,106425564,"[[106415339, 106425564]]",Zfp90
ENSMUSG00000031910,chr8,+,106870242,106884566,106873908,106884247,"[[106870242, 106884247]]",Has3
ENSMUSG00000031913,chr8,+,107031222,107045755,107031471,107045137,"[[107031222, 107045137]]",Vps4a
ENSMUSG00000031916,chr8,-,107046289,107056689,107048811,107056655,"[[107048811, 107056689]]",Cog8
ENSMUSG00000031917,chr8,+,107056877,107060931,107056935,107058493,"[[107056877, 107058493]]",Nip7
ENSMUSG00000031918,chr9,+,13748410,13806481,13749321,13805533,"[[13748410, 13805533]]",Mtmr2
ENSMUSG00000031919,chr8,-,107061476,107065644,107061597,107065611,"[[107061597, 107065644]]",Tmed6
ENSMUSG00000031921,chr8,-,107069400,107096547,107070410,107096509,"[[107070410, 107096547]]",Terf2
ENSMUSG00000031922,chr9,-,13807794,13827107,13808610,13826900,"[[13808610, 13827107]]",Cep57
ENSMUSG00000031924,chr8,+,107150640,107187471,107150712,107183665,"[[107150640, 107183665]]",Cyb5b
ENSMUSG00000031925,chr9,+,13297957,13709388,13298064,13706601,"[[13297957, 13706601]]",Maml2
ENSMUSG00000031928,chr9,+,14784654,14837123,14785509,14833660,"[[14784654, 14833660]]",Mre11a
ENSMUSG00000031930,chr8,+,107436365,107558595,107452994,107556983,"[[107436365, 107556983]]",Wwp2
ENSMUSG00000031931,chr9,-,14779618,14784856,14781153,14782869,"[[14781153, 14784856]]",Ankrd49
ENSMUSG00000031932,chr9,+,14860210,14870789,14860534,14868796,"[[14860210, 14868796]]",Gpr83
ENSMUSG00000031933,chr9,-,14885814,14903949,14886295,14902520,"[[14886295, 14903949]]",Izumo1r
ENSMUSG00000031934,chr9,-,15002128,15045478,15006141,15045037,"[[15006141, 15045478]]",Panx1
ENSMUSG00000031935,chr9,-,15260351,15279931,15262230,15279793,"[[15262230, 15279931]]",Med17
ENSMUSG00000031936,chr9,-,15051841,15112108,15053621,15112104,"[[15053621, 15112108]]",Hephl1
ENSMUSG00000031937,chr9,+,15239045,15259416,15239271,15258248,"[[15239045, 15258248]]",Vstm5
ENSMUSG00000031938,chr9,-,15283337,15306448,15284821,15301421,"[[15284821, 15306448]]",4931406C07Rik
ENSMUSG00000031939,chr9,+,15306214,15312104,15307754,15312018,"[[15306214, 15312018]]",Taf1d
ENSMUSG00000031948,chr8,-,111993443,112011323,111993611,112011268,"[[111993611, 112011323]]",Kars
ENSMUSG00000031949,chr8,-,111966908,111992302,111968409,111990373,"[[111968409, 111992302]]",Adat1
ENSMUSG00000031950,chr8,+,111940703,111953612,111940819,111952402,"[[111940703, 111952402]]",Gabarapl2
ENSMUSG00000031951,chr8,-,111912011,111933881,111913935,111933766,"[[111913935, 111933881]]",Tmem231
ENSMUSG00000031952,chr8,-,111889136,111910447,111889802,111890986,"[[111889802, 111910447]]",Chst5
ENSMUSG00000031953,chr8,-,111863038,111876750,111866369,111876635,"[[111866369, 111876750]]",Tmem170
ENSMUSG00000031954,chr8,-,111768491,111854291,111768700,111854207,"[[111768700, 111854291]]",Cfdp1
ENSMUSG00000031955,chr8,-,111710474,111743809,111710885,111743700,"[[111710885, 111743809]]",Bcar1
ENSMUSG00000031957,chr8,-,111686519,111691010,111686590,111690992,"[[111686590, 111691010]]",Ctrb1
ENSMUSG00000031958,chr8,-,111626271,111630374,111627028,111630310,"[[111627028, 111630374]]",Ldhd
ENSMUSG00000031959,chr8,-,111448797,111522092,111450847,111521981,"[[111450847, 111522092]]",Wdr59
ENSMUSG00000031960,chr8,+,111033144,111057664,111036930,111055201,"[[111033144, 111055201]]",Aars
ENSMUSG00000031962,chr8,+,122847966,122867397,122848488,122867020,"[[122847966, 122867020]]",Cdh15
ENSMUSG00000031963,chr9,+,23223076,23485200,23223641,23484029,"[[23223076, 23484029]]",Bmper
ENSMUSG00000031965,chr9,-,24718138,24774303,24725455,24773845,"[[24725455, 24774303]]",Tbx20
ENSMUSG00000031966,chr9,-,26817953,26860890,26818184,26860575,"[[26818184, 26860890]]",Glb1l3
ENSMUSG00000031969,chr9,-,26974135,26999566,26975711,26999496,"[[26975711, 26999566]]",Acad8
ENSMUSG00000031970,chr8,-,123504718,123515463,123505684,123515365,"[[123505684, 123515463]]",Dbndd1
ENSMUSG00000031971,chr8,-,123840831,123860209,123842345,123859410,"[[123842345, 123860209]]",Ccsap
ENSMUSG00000031972,chr8,-,123891769,123894751,123892012,123893697,"[[123892012, 123894751]]",Acta1
ENSMUSG00000031974,chr8,-,123952459,123983122,123954311,123982813,"[[123954311, 123983122]]",Abcb10
ENSMUSG00000031976,chr8,+,124023394,124048505,124023473,124047303,"[[124023394, 124047303]]",Urb2
ENSMUSG00000031979,chr8,+,124520767,124552008,124520880,124551489,"[[124520767, 124551489]]",Cog2
ENSMUSG00000031980,chr8,-,124556534,124569706,124556933,124564566,"[[124556933, 124569706]]",Agt
ENSMUSG00000031981,chr8,+,124576111,124618731,124576145,124618505,"[[124576111, 124618505]]",Capn9
ENSMUSG00000031982,chr8,+,124722139,124734123,124722184,124731936,"[[124722139, 124731936]]",Arv1
ENSMUSG00000031983,chr8,-,124635756,124663369,124637911,124663183,"[[124637911, 124663369]]",2310022B05Rik
ENSMUSG00000031984,chr8,-,124838488,124863120,124839837,124862972,"[[124839837, 124863120]]",2810004N23Rik
ENSMUSG00000031985,chr8,+,124863033,124890057,124863238,124889312,"[[124863033, 124889312]]",Gnpat
ENSMUSG00000031986,chr8,+,124897886,124906161,124898158,124903460,"[[124897886, 124903460]]",Sprtn
ENSMUSG00000031987,chr8,-,124908587,124949324,124910711,124949054,"[[124910711, 124949324]]",Egln1
ENSMUSG00000031988,chr9,-,27007771,27030065,27009894,27029621,"[[27009894, 27030065]]",Vps26b
ENSMUSG00000031990,chr9,-,27097384,27155393,27098369,27155366,"[[27098369, 27155393]]",Jam3
ENSMUSG00000031991,chr9,+,27396800,27401711,27396869,27400875,"[[27396800, 27400875]]",Spata19
ENSMUSG00000031993,chr9,+,30427108,30466726,30427568,30464415,"[[30427108, 30464415]]",Snx19
ENSMUSG00000031994,chr9,+,30942562,30962856,30942837,30962215,"[[30942562, 30962215]]",Adamts8
ENSMUSG00000031995,chr9,-,31089402,31131853,31089869,31131626,"[[31089869, 31131853]]",St14
ENSMUSG00000031996,chr9,-,31149557,31211815,31150874,31211727,"[[31150874, 31211815]]",Aplp2
ENSMUSG00000031997,chr9,+,8544142,8680741,8544432,8680562,"[[8544142, 8680562]]",Trpc6
ENSMUSG00000032000,chr9,-,7848699,7873186,7849266,7861315,"[[7849266, 7873186]]",Birc3
ENSMUSG00000032002,chr9,+,7184520,7208205,7184797,7206929,"[[7184520, 7206929]]",Dcun1d5
ENSMUSG00000032006,chr9,+,6168584,6378850,6168795,6377017,"[[6168584, 6377017]]",Pdgfd
ENSMUSG00000032009,chr9,+,14275067,14333101,14276552,14325703,"[[14275067, 14325703]]",Sesn3
ENSMUSG00000032010,chr9,+,44067021,44095627,44075407,44093858,"[[44067021, 44093858]]",Usp2
ENSMUSG00000032011,chr9,+,44043384,44048579,44045982,44047448,"[[44043384, 44047448]]",Thy1
ENSMUSG00000032012,chr9,+,43743984,43807461,43744644,43805833,"[[43743984, 43805833]]",Nectin1
ENSMUSG00000032013,chr9,+,43310848,43336115,43310876,43335169,"[[43310848, 43335169]]",Trim29
ENSMUSG00000032014,chr9,-,43221235,43239911,43222577,43239573,"[[43222577, 43239911]]",Oaf
ENSMUSG00000032015,chr9,-,43123939,43210369,43125094,43205681,"[[43125094, 43210369]]",Pou2f3
ENSMUSG00000032017,chr9,-,42518135,42944493,42520832,42808574,"[[42520832, 42944493]]",Grik4
ENSMUSG00000032018,chr9,-,42251595,42264256,42255345,42259891,"[[42255345, 42264256]]",Sc5d
ENSMUSG00000032020,chr9,-,41011098,41161688,41014902,41161615,"[[41014902, 41161688]]",Ubash3b
ENSMUSG00000032021,chr9,-,40969691,41004628,40973516,41004586,"[[40973516, 41004628]]",Crtam
ENSMUSG00000032023,chr9,-,40894849,40964118,40895542,40961211,"[[40895542, 40964118]]",Jhy
ENSMUSG00000032024,chr9,+,40686012,40785319,40686335,40782607,"[[40686012, 40782607]]",Clmp
ENSMUSG00000032026,chr9,-,48468512,48480623,48468820,48480553,"[[48468820, 48480623]]",Rexo2
ENSMUSG00000032028,chr9,-,48318006,48353454,48319394,48353386,"[[48319394, 48353454]]",Nxpe2
ENSMUSG00000032030,chr9,-,53614582,53670014,53617819,53667286,"[[53617819, 53670014]]",Cul5
ENSMUSG00000032033,chr9,-,31846044,31913462,31846792,31913091,"[[31846792, 31913462]]",Barx2
ENSMUSG00000032034,chr9,-,32314707,32344350,32317583,32323017,"[[32317583, 32344350]]",Kcnj5
ENSMUSG00000032035,chr9,+,32636248,32757820,32649370,32754422,"[[32636248, 32754422]]",Ets1
ENSMUSG00000032036,chr9,+,34485894,35036716,34489104,35035277,"[[34485894, 35035277]]",Kirrel3
ENSMUSG00000032038,chr9,-,35046576,35119268,35047436,35119005,"[[35047436, 35119268]]",St3gal4
ENSMUSG00000032040,chr9,-,35124408,35176061,35124575,35175968,"[[35124575, 35176061]]",Dcps
ENSMUSG00000032041,chr9,-,35184551,35200291,35187914,35191108,"[[35187914, 35200291]]",Tirap
ENSMUSG00000032042,chr9,+,35200175,35247973,35211289,35247802,"[[35200175, 35247802]]",Srpr
ENSMUSG00000032044,chr9,+,35267865,35275965,35267890,35275300,"[[35267865, 35275300]]",Rpusd4
ENSMUSG00000032046,chr2,-,150832493,150904741,150833104,150904547,"[[150833104, 150904741]]",Abhd12
ENSMUSG00000032047,chr9,-,53580522,53610382,53582548,53610275,"[[53582548, 53610382]]",Acat1
ENSMUSG00000032050,chr9,+,52047173,52100463,52060892,52100434,"[[52047173, 52100434]]",Rdx
ENSMUSG00000032051,chr9,-,51943306,51963556,51943538,51963467,"[[51943538, 51963556]]",Fdx1
ENSMUSG00000032053,chr9,+,51213708,51240080,51213786,51239180,"[[51213708, 51239180]]",Pou2af1
ENSMUSG00000032056,chr9,+,51060901,51119875,51116532,51119351,"[[51060901, 51119351]]",Btg4
ENSMUSG00000032057,chr9,-,51081115,51102078,51081476,51101970,"[[51081476, 51102078]]",4833427G06Rik
ENSMUSG00000032058,chr9,+,50856924,50894229,50856985,50892745,"[[50856924, 50892745]]",Ppp2r1b
ENSMUSG00000032059,chr9,+,50775019,50843528,50775385,50842865,"[[50775019, 50842865]]",Alg9
ENSMUSG00000032060,chr9,+,50751325,50756636,50753277,50756492,"[[50751325, 50756492]]",Cryab
ENSMUSG00000032062,chr9,-,50739691,50746536,50740504,50746515,"[[50740504, 50746536]]",2310030G06Rik
ENSMUSG00000032064,chr9,-,50662752,50739517,50666198,50737700,"[[50666198, 50739517]]",Dixdc1
ENSMUSG00000032065,chr9,-,50556819,50561325,50557350,50559282,"[[50557350, 50561325]]",Tex12
ENSMUSG00000032066,chr9,-,50533087,50555181,50533409,50550702,"[[50533409, 50555181]]",Bco2
ENSMUSG00000032067,chr9,-,50521617,50528724,50522216,50528636,"[[50522216, 50528724]]",Pts
ENSMUSG00000032068,chr9,+,50494525,50505482,50494563,50504542,"[[50494525, 50504542]]",Plet1
ENSMUSG00000032076,chr9,+,47530173,47857637,47530373,47857293,"[[47530173, 47857293]]",Cadm1
ENSMUSG00000032077,chr9,+,46283008,46299110,46283031,46298505,"[[46283008, 46298505]]",Bud13
ENSMUSG00000032078,chr9,+,46273064,46282643,46273197,46281169,"[[46273064, 46281169]]",Zpr1
ENSMUSG00000032079,chr9,+,46268633,46271919,46269098,46270731,"[[46268633, 46270731]]",Apoa5
ENSMUSG00000032080,chr9,+,46240696,46243459,46241154,46243287,"[[46240696, 46243287]]",Apoa4
ENSMUSG00000032081,chr9,-,46232933,46235636,46233226,46235255,"[[46233226, 46235636]]",Apoc3
ENSMUSG00000032083,chr9,+,46228580,46230466,46228957,46230399,"[[46228580, 46230399]]",Apoa1
ENSMUSG00000032085,chr9,-,45929619,45936058,45930374,45931761,"[[45930374, 45936058]]",Tagln
ENSMUSG00000032086,chr9,+,45838580,45864399,45839028,45860292,"[[45838580, 45860292]]",Bace1
ENSMUSG00000032087,chr9,+,45430291,45753712,45430293,45753161,"[[45430291, 45753161]]",Dscaml1
ENSMUSG00000032089,chr9,-,45253837,45269149,45255533,45269072,"[[45255533, 45269149]]",Il10ra
ENSMUSG00000032091,chr9,-,45172726,45204092,45173400,45203787,"[[45173400, 45204092]]",Tmprss4
ENSMUSG00000032092,chr9,+,45039799,45054015,45042217,45049712,"[[45039799, 45049712]]",Mpzl2
ENSMUSG00000032093,chr9,-,44998740,45009613,44999534,45009396,"[[44999534, 45009613]]",Cd3e
ENSMUSG00000032094,chr9,+,44981786,44987339,44981886,44986341,"[[44981786, 44986341]]",Cd3d
ENSMUSG00000032096,chr9,-,44741564,44767845,44743930,44767672,"[[44743930, 44767845]]",Arcn1
ENSMUSG00000032097,chr9,+,44604892,44640731,44607393,44635855,"[[44604892, 44635855]]",Ddx6
ENSMUSG00000032098,chr9,+,44673233,44686305,44673261,44686013,"[[44673233, 44686013]]",Treh
ENSMUSG00000032099,chr9,-,35607093,35611941,35607773,35611846,"[[35607773, 35611941]]",Pate4
ENSMUSG00000032101,chr9,-,35536647,35558528,35542001,35558400,"[[35542001, 35558528]]",Ddx25
ENSMUSG00000032103,chr9,+,35559460,35567401,35564817,35566916,"[[35559460, 35566916]]",Pus3
ENSMUSG00000032105,chr9,-,44247307,44251471,44247990,44251455,"[[44247990, 44251471]]",Pdzd3
ENSMUSG00000032109,chr9,-,44252717,44268599,44253221,44265813,"[[44253221, 44268599]]",Nlrx1
ENSMUSG00000032110,chr9,+,36693220,36698843,36693312,36698617,"[[36693220, 36698617]]",Acrv1
ENSMUSG00000032112,chr9,-,44403759,44407600,44404023,44407301,"[[44404023, 44407600]]",Trappc4
ENSMUSG00000032113,chr9,-,36708482,36726658,36710338,36725861,"[[36710338, 36726658]]",Chek1
ENSMUSG00000032114,chr9,+,44396852,44402968,44398474,44402465,"[[44396852, 44402465]]",Slc37a4
ENSMUSG00000032115,chr9,+,44379490,44392369,44380520,44391047,"[[44379490, 44391047]]",Hyou1
ENSMUSG00000032116,chr9,-,36729344,36767679,36732927,36765141,"[[36732927, 36767679]]",Stt3a
ENSMUSG00000032118,chr9,+,36821864,36878924,36843707,36878579,"[[36821864, 36878579]]",Fez1
ENSMUSG00000032119,chr9,-,44292440,44305671,44296199,44302578,"[[44296199, 44305671]]",Hinfp
ENSMUSG00000032120,chr9,-,44309237,44320285,44311059,44319888,"[[44311059, 44320285]]",C2cd2l
ENSMUSG00000032121,chr9,+,37208223,37224700,37218267,37222610,"[[37208223, 37222610]]",Tmem218
ENSMUSG00000032122,chr9,-,37227585,37255738,37231644,37255357,"[[37231644, 37255738]]",Slc37a2
ENSMUSG00000032123,chr9,+,44326845,44333900,44327039,44333119,"[[44326845, 44333119]]",Dpagt1
ENSMUSG00000032125,chr9,+,37401897,37415115,37402052,37413384,"[[37401897, 37413384]]",Robo4
ENSMUSG00000032126,chr9,-,44336339,44344228,44336675,44344042,"[[44336675, 44344228]]",Hmbs
ENSMUSG00000032127,chr9,-,44347749,44361670,44348423,44361631,"[[44348423, 44361670]]",Vps11
ENSMUSG00000032128,chr9,-,37416045,37433246,37416391,37433001,"[[37416391, 37433246]]",Robo3
ENSMUSG00000032131,chr9,-,44273188,44288615,44274635,44287453,"[[44274635, 44288615]]",Abcg4
ENSMUSG00000032135,chr9,+,44134562,44142727,44134690,44141810,"[[44134562, 44141810]]",Mcam
ENSMUSG00000032171,chr9,+,20652095,20666584,20652140,20663281,"[[20652095, 20663281]]",Pin1
ENSMUSG00000032172,chr9,-,20667690,20746349,20668110,20746239,"[[20668110, 20746349]]",Olfm2
ENSMUSG00000032174,chr9,+,21032073,21039036,21032130,21038897,"[[21032073, 21038897]]",Icam5
ENSMUSG00000032175,chr9,-,21104069,21131243,21105052,21127331,"[[21105052, 21131243]]",Tyk2
ENSMUSG00000032177,chr9,+,21165714,21213248,21165928,21211341,"[[21165714, 21211341]]",Pde4a
ENSMUSG00000032178,chr9,+,21367871,21405361,21387795,21404829,"[[21367871, 21404829]]",Ilf3
ENSMUSG00000032179,chr9,+,75775364,75900310,75776093,75898579,"[[75775364, 75898579]]",Bmp5
ENSMUSG00000032180,chr9,-,21507555,21510252,21508176,21510176,"[[21508176, 21510252]]",Tmed1
ENSMUSG00000032181,chr9,-,75643189,75684056,75643829,75683725,"[[75643829, 75684056]]",Scg3
ENSMUSG00000032182,chr9,-,21588682,21592828,21589650,21592558,"[[21589650, 21592828]]",Yipf2
ENSMUSG00000032184,chr9,+,75625741,75637771,75625765,75637251,"[[75625741, 75637251]]",Lysmd2
