mouse_ensembl_gene,chromosome,KO_intervals,KO_ttaas
ENSMUSG00000041565,17,"[[68273797, 68777958]]",2856
ENSMUSG00000041831,17,"[[6659093, 6737833]]",394
ENSMUSG00000041881,17,"[[33824572, 33838186]]",69
ENSMUSG00000042099,17,"[[33810520, 33822722]]",45
ENSMUSG00000042203,17,"[[29549785, 29604969]]",198
ENSMUSG00000042256,17,"[[42315947, 42503912]]",1264
ENSMUSG00000042265,17,"[[48232768, 48244645]]",35
ENSMUSG00000042345,17,"[[31207873, 31241375]]",112
ENSMUSG00000042419,17,"[[35220393, 35235792]]",60
ENSMUSG00000042625,17,"[[56561206, 56584585]]",63
ENSMUSG00000042644,17,"[[27057304, 27121525]]",137
ENSMUSG00000043286,17,"[[28858411, 28888078]]",111
ENSMUSG00000043311,17,"[[35126386, 35127993]]",3
ENSMUSG00000043445,17,"[[24470392, 24471564]]",1
ENSMUSG00000043557,17,"[[29832311, 29888708]]",158
ENSMUSG00000043592,17,"[[48454901, 48467535]]",31
ENSMUSG00000043683,17,"[[56256810, 56258870]]",0
ENSMUSG00000043705,17,"[[73315299, 73399296]]",327
ENSMUSG00000043782,17,"[[23660506, 23668261]]",18
ENSMUSG00000043807,17,"[[35114418, 35115428]]",2
ENSMUSG00000043939,17,"[[48152840, 48167217]]",51
ENSMUSG00000043972,17,"[[42557472, 42611395]]",326
ENSMUSG00000044172,17,"[[25120760, 25125223]]",6
ENSMUSG00000044279,17,"[[57059105, 57065680]]",23
ENSMUSG00000044375,17,"[[71744519, 71752894]]",20
ENSMUSG00000044469,17,"[[56162477, 56172269]]",20
ENSMUSG00000044477,17,"[[30004733, 30208169]]",1330
ENSMUSG00000044526,17,"[[56511325, 56512431]]",1
ENSMUSG00000044533,17,"[[24718116, 24721894]]",13
ENSMUSG00000044857,17,"[[27189988, 27204469]]",34
ENSMUSG00000044957,17,"[[53507835, 53539451]]",217
ENSMUSG00000045019,17,"[[56955082, 56982126]]",132
ENSMUSG00000045027,17,"[[23993841, 23998100]]",6
ENSMUSG00000045036,17,"[[65256372, 65540782]]",1751
ENSMUSG00000045038,17,"[[86167785, 86654684]]",1987
ENSMUSG00000045053,17,"[[83587737, 83631895]]",213
ENSMUSG00000045257,17,"[[80290203, 80297353]]",46
ENSMUSG00000045316,17,"[[24849421, 24850364]]",2
ENSMUSG00000045378,17,"[[28934705, 28943840]]",48
ENSMUSG00000045394,17,"[[87635979, 87650466]]",72
ENSMUSG00000045409,17,"[[36260377, 36272004]]",52
ENSMUSG00000045551,17,"[[17876634, 17883940]]",48
ENSMUSG00000045744,17,"[[24473884, 24475331]]",1
ENSMUSG00000045761,17,"[[71673261, 71729522]]",169
ENSMUSG00000045817,17,"[[84185756, 84187947]]",0
ENSMUSG00000046070,17,"[[24878258, 24881745]]",5
ENSMUSG00000046201,17,"[[3114979, 3198207]]",659
ENSMUSG00000046329,17,"[[57045399, 57059863]]",51
ENSMUSG00000046711,17,"[[27556497, 27563533]]",26
ENSMUSG00000046991,17,"[[14829533, 14943124]]",662
ENSMUSG00000047123,17,"[[56269898, 56276786]]",8
ENSMUSG00000047150,17,"[[47413565, 47437375]]",84
ENSMUSG00000047407,17,"[[70844700, 70853546]]",50
ENSMUSG00000047428,17,"[[46297421, 46303095]]",13
ENSMUSG00000047507,17,"[[25243600, 25256364]]",17
ENSMUSG00000047786,17,"[[17402672, 17457390]]",397
ENSMUSG00000048027,17,"[[15807148, 15831039]]",159
ENSMUSG00000048249,17,"[[26715650, 26771404]]",378
ENSMUSG00000048826,17,"[[14195666, 14204304]]",30
ENSMUSG00000048905,17,"[[28898891, 28915324]]",44
ENSMUSG00000048915,17,"[[62607345, 62881317]]",1918
ENSMUSG00000049561,17,"[[37210916, 37213118]]",1
ENSMUSG00000049620,17,"[[23833868, 23835743]]",1
ENSMUSG00000049672,17,"[[69383050, 69388655]]",27
ENSMUSG00000049760,17,"[[56607747, 56609771]]",6
ENSMUSG00000049823,17,"[[34879483, 34896617]]",60
ENSMUSG00000050088,17,"[[14943184, 14944167]]",0
ENSMUSG00000050138,17,"[[87745943, 87797994]]",199
ENSMUSG00000050410,17,"[[35513181, 35516824]]",14
ENSMUSG00000050612,17,"[[65637531, 65642168]]",19
ENSMUSG00000050613,17,"[[37832949, 37835960]]",19
ENSMUSG00000050668,17,"[[78835567, 78845196]]",57
ENSMUSG00000050705,17,"[[35892856, 35897431]]",21
ENSMUSG00000050747,17,"[[36861486, 36867210]]",27
ENSMUSG00000050762,17,"[[24038144, 24045848]]",14
ENSMUSG00000050824,17,"[[25491168, 25497288]]",15
ENSMUSG00000051390,17,"[[33915904, 33918796]]",7
ENSMUSG00000051682,17,"[[48264295, 48274500]]",54
ENSMUSG00000051977,17,"[[15543976, 15564340]]",130
ENSMUSG00000052105,17,"[[66337963, 66449750]]",482
ENSMUSG00000052142,17,"[[32391083, 32403583]]",27
ENSMUSG00000052146,17,"[[27630445, 27636669]]",23
ENSMUSG00000052270,17,"[[17887824, 17893796]]",40
ENSMUSG00000052397,17,"[[6739306, 6782784]]",208
ENSMUSG00000052469,17,"[[13354572, 13376373]]",68
ENSMUSG00000052525,17,"[[71552061, 71588671]]",303
ENSMUSG00000052712,17,"[[29268788, 29301447]]",157
ENSMUSG00000052752,17,"[[24509347, 24527938]]",53
ENSMUSG00000053375,17,"[[86944291, 86947897]]",12
ENSMUSG00000053436,17,"[[28691329, 28746335]]",283
ENSMUSG00000054134,17,"[[30954640, 31008738]]",141
ENSMUSG00000054469,17,"[[73107985, 73240217]]",821
ENSMUSG00000054640,17,"[[81386022, 81738377]]",2363
ENSMUSG00000054666,17,"[[33264676, 33269673]]",41
ENSMUSG00000054723,17,"[[56715487, 56718022]]",6
ENSMUSG00000054901,17,"[[80307407, 80388333]]",453
ENSMUSG00000054951,17,"[[40879994, 40880559]]",0
ENSMUSG00000055471,17,"[[71869445, 72603827]]",3605
ENSMUSG00000055660,17,"[[94727253, 94750019]]",180
ENSMUSG00000055760,17,"[[80224441, 80228110]]",29
ENSMUSG00000055817,17,"[[83706163, 83820202]]",601
ENSMUSG00000055839,17,"[[23824870, 23829136]]",20
ENSMUSG00000055945,17,"[[8337459, 8341934]]",12
ENSMUSG00000056121,17,"[[78371875, 78418152]]",279
ENSMUSG00000056492,17,"[[43360451, 43455332]]",418
ENSMUSG00000056515,17,"[[65654409, 65772752]]",601
ENSMUSG00000056600,17,"[[37085234, 37088499]]",7
ENSMUSG00000056692,17,"[[27753793, 27820648]]",297
ENSMUSG00000057246,17,"[[34398820, 34460464]]",294
ENSMUSG00000057388,17,"[[12911681, 12916345]]",31
ENSMUSG00000057411,17,"[[25790307, 25792798]]",2
ENSMUSG00000057789,17,"[[27020809, 27029009]]",15
ENSMUSG00000057863,17,"[[56613416, 56614210]]",0
ENSMUSG00000057899,17,"[[42710000, 42742179]]",158
ENSMUSG00000058030,17,"[[21311865, 21314883]]",15
ENSMUSG00000058063,17,"[[36898118, 36909714]]",57
ENSMUSG00000058392,17,"[[32036100, 32060538]]",98
ENSMUSG00000058626,17,"[[45630588, 45659325]]",121
ENSMUSG00000058704,17,"[[74201197, 74295521]]",775
ENSMUSG00000059208,17,"[[33646499, 33686860]]",306
ENSMUSG00000059409,17,"[[46683992, 46705111]]",81
ENSMUSG00000059481,17,"[[12378608, 12419124]]",169
ENSMUSG00000059562,17,"[[25162461, 25171879]]",18
ENSMUSG00000059714,17,"[[35823230, 35832536]]",38
ENSMUSG00000059791,17,"[[35861318, 35864789]]",11
ENSMUSG00000059811,17,"[[79850162, 79896123]]",375
ENSMUSG00000060475,17,"[[12967471, 12994169]]",244
ENSMUSG00000061046,17,"[[25780118, 25785673]]",11
ENSMUSG00000061126,17,"[[32452723, 32492476]]",139
ENSMUSG00000061130,17,"[[84956741, 85023731]]",498
ENSMUSG00000061207,17,"[[34824158, 34836945]]",65
ENSMUSG00000061607,17,"[[35841515, 35857627]]",50
ENSMUSG00000061613,17,"[[31647214, 31658892]]",68
ENSMUSG00000061665,17,"[[42796331, 42876424]]",691
ENSMUSG00000061950,17,"[[65782573, 65841017]]",368
ENSMUSG00000062012,17,"[[23576060, 23599487]]",109
ENSMUSG00000062078,17,"[[10209618, 10319380]]",1094
ENSMUSG00000062202,17,"[[30220099, 30576488]]",1938
ENSMUSG00000062252,17,"[[28575641, 28582987]]",17
ENSMUSG00000062327,17,"[[8434423, 8441866]]",36
ENSMUSG00000062480,17,"[[12924663, 12940600]]",76
ENSMUSG00000062591,17,"[[57080693, 57087782]]",27
ENSMUSG00000062619,17,"[[46772635, 46773154]]",1
ENSMUSG00000062691,17,"[[78916500, 78919838]]",19
ENSMUSG00000062753,17,"[[27563954, 27565756]]",2
ENSMUSG00000062859,17,"[[28066939, 28080639]]",40
ENSMUSG00000063011,17,"[[25748745, 25754378]]",9
ENSMUSG00000063239,17,"[[27422728, 27521403]]",196
ENSMUSG00000063576,17,"[[46675089, 46680914]]",22
ENSMUSG00000063888,17,"[[46778066, 46782672]]",19
ENSMUSG00000063952,17,"[[28801090, 28836690]]",124
ENSMUSG00000064120,17,"[[49428362, 49455281]]",172
ENSMUSG00000064121,17,"[[37220146, 37226065]]",27
ENSMUSG00000064147,17,"[[29114145, 29148272]]",93
ENSMUSG00000066720,17,"[[23682999, 23684026]]",0
ENSMUSG00000067049,17,"[[13109591, 13131810]]",63
ENSMUSG00000067144,17,"[[46432484, 46438457]]",8
ENSMUSG00000067148,17,"[[46244105, 46248054]]",8
ENSMUSG00000067150,17,"[[46202782, 46242268]]",173
ENSMUSG00000067212,17,"[[36030191, 36032855]]",2
ENSMUSG00000067288,17,"[[33823211, 33824562]]",7
ENSMUSG00000067370,17,"[[33950150, 33951488]]",1
ENSMUSG00000067629,17,"[[26941253, 26970642]]",66
ENSMUSG00000067722,17,"[[25184554, 25185095]]",0
ENSMUSG00000067882,17,"[[23551076, 23553488]]",2
ENSMUSG00000067942,17,"[[21008903, 21041472]]",188
ENSMUSG00000068036,17,"[[13760539, 13904004]]",1006
ENSMUSG00000068037,17,"[[12841563, 12868143]]",122
ENSMUSG00000068039,17,"[[12916329, 12924473]]",70
ENSMUSG00000069135,17,"[[8165501, 8194592]]",203
ENSMUSG00000069729,17,"[[4994939, 5343084]]",1793
ENSMUSG00000071037,17,"[[85090552, 85458136]]",2360
ENSMUSG00000071042,17,"[[75435926, 75526848]]",509
ENSMUSG00000071054,17,"[[56584974, 56606102]]",68
ENSMUSG00000071068,17,"[[48299940, 48309501]]",22
ENSMUSG00000071073,17,"[[46253531, 46257060]]",9
ENSMUSG00000071074,17,"[[46248080, 46251711]]",4
ENSMUSG00000071172,17,"[[29032628, 29041408]]",80
ENSMUSG00000071192,17,"[[25877693, 25880858]]",2
ENSMUSG00000071202,17,"[[25786580, 25790209]]",9
ENSMUSG00000071230,17,"[[24657408, 24658457]]",0
ENSMUSG00000071256,17,"[[23557663, 23564238]]",28
ENSMUSG00000071311,17,"[[13051324, 13052296]]",2
ENSMUSG00000071984,17,"[[7739218, 7827302]]",448
ENSMUSG00000072082,17,"[[24223901, 24251409]]",104
ENSMUSG00000073375,17,"[[67631684, 67632723]]",0
ENSMUSG00000073380,17,"[[56294149, 56300286]]",17
ENSMUSG00000073399,17,"[[36882399, 36890045]]",30
ENSMUSG00000073400,17,"[[36869574, 36877360]]",30
ENSMUSG00000073406,17,"[[36080280, 36084223]]",11
ENSMUSG00000073408,17,"[[35636836, 35643695]]",26
ENSMUSG00000073412,17,"[[35185182, 35188439]]",11
ENSMUSG00000073413,17,"[[35071548, 35074500]]",15
ENSMUSG00000073414,17,"[[35064335, 35066184]]",4
ENSMUSG00000073418,17,"[[34728489, 34743882]]",14
ENSMUSG00000073421,17,"[[34263209, 34269105]]",14
ENSMUSG00000073422,17,"[[34026212, 34028060]]",2
ENSMUSG00000073423,17,"[[33629090, 33631603]]",6
ENSMUSG00000073433,17,"[[26199333, 26201369]]",3
ENSMUSG00000073434,17,"[[25845071, 25861501]]",19
ENSMUSG00000073435,17,"[[24896500, 24897328]]",1
ENSMUSG00000073436,17,"[[24892516, 24895087]]",3
ENSMUSG00000073460,17,"[[12888909, 12910230]]",72
ENSMUSG00000073468,17,"[[8311102, 8326991]]",80
ENSMUSG00000073471,17,"[[7945614, 7979380]]",163
ENSMUSG00000075705,17,"[[24736642, 24741934]]",19
ENSMUSG00000076439,17,"[[37011507, 37023398]]",65
ENSMUSG00000077450,17,"[[33747487, 33760530]]",34
ENSMUSG00000079557,17,"[[33688099, 33718670]]",163
ENSMUSG00000079563,17,"[[32413408, 32424167]]",38
ENSMUSG00000079580,17,"[[29526188, 29552385]]",113
ENSMUSG00000079605,17,"[[26973167, 26974999]]",0
ENSMUSG00000079657,17,"[[24527798, 24534210]]",13
ENSMUSG00000079700,17,"[[17887852, 17971521]]",541
ENSMUSG00000079707,17,"[[15027210, 15041488]]",128
ENSMUSG00000079722,17,"[[7350907, 7352696]]",3
ENSMUSG00000090083,17,"[[29614790, 29641229]]",108
ENSMUSG00000090113,17,"[[25943364, 25944932]]",0
ENSMUSG00000090115,17,"[[47630690, 47680972]]",281
ENSMUSG00000090231,17,"[[34856430, 34862518]]",13
ENSMUSG00000090273,17,"[[56770276, 56772114]]",1
ENSMUSG00000090509,17,"[[35601549, 35650454]]",169
ENSMUSG00000090588,17,"[[35618136, 35626637]]",17
ENSMUSG00000090675,17,"[[37508030, 37530929]]",115
ENSMUSG00000091043,17,"[[40904744, 40914350]]",46
ENSMUSG00000091151,17,"[[20414146, 20420056]]",42
ENSMUSG00000091530,17,"[[3532554, 3533210]]",2
ENSMUSG00000091601,17,"[[37151035, 37161494]]",47
ENSMUSG00000091636,17,"[[69439326, 69487344]]",271
ENSMUSG00000091971,17,"[[34970003, 34972156]]",0
ENSMUSG00000092417,17,"[[35121455, 35124661]]",7
ENSMUSG00000092519,17,"[[33432896, 33434212]]",0
ENSMUSG00000092558,17,"[[47611582, 47623097]]",43
ENSMUSG00000092586,17,"[[35065388, 35069531]]",5
ENSMUSG00000094891,17,"[[33168447, 33177360]]",44
ENSMUSG00000095407,17,"[[68826623, 68842334]]",67
ENSMUSG00000095687,17,"[[8128689, 8148097]]",92
ENSMUSG00000096140,17,"[[43534919, 43543639]]",41
ENSMUSG00000096169,17,"[[33215398, 33221690]]",30
ENSMUSG00000096549,17,"[[47688520, 47692466]]",8
ENSMUSG00000096727,17,"[[34182227, 34187764]]",19
ENSMUSG00000096847,17,"[[45544830, 45549677]]",13
ENSMUSG00000101959,17,"[[5417512, 5418767]]",3
ENSMUSG00000116564,17,"[[17374309, 17393616]]",192
ENSMUSG00000117406,17,"[[24206601, 24209531]]",3
ENSMUSG00000000420,18,"[[24205344, 24284853]]",553
ENSMUSG00000001380,18,"[[36766815, 36783205]]",97
ENSMUSG00000001383,18,"[[36793876, 36798019]]",23
ENSMUSG00000001473,18,"[[67390717, 67402373]]",61
ENSMUSG00000001700,18,"[[56400337, 56502626]]",621
ENSMUSG00000001804,18,"[[20436175, 20471600]]",201
ENSMUSG00000002475,18,"[[10642244, 10706771]]",451
ENSMUSG00000002477,18,"[[10617775, 10639736]]",141
ENSMUSG00000003778,18,"[[34600185, 34624601]]",143
ENSMUSG00000003779,18,"[[34624613, 34632612]]",46
ENSMUSG00000005836,18,"[[11052064, 11084479]]",193
ENSMUSG00000005871,18,"[[34220924, 34318578]]",704
ENSMUSG00000005873,18,"[[34347122, 34374070]]",121
ENSMUSG00000006050,18,"[[36667457, 36670815]]",22
ENSMUSG00000006740,18,"[[6208208, 6241523]]",270
ENSMUSG00000006850,18,"[[36735068, 36742160]]",30
ENSMUSG00000007480,18,"[[68337596, 68339687]]",10
ENSMUSG00000008301,18,"[[56562443, 56587143]]",163
ENSMUSG00000009535,18,"[[68300355, 68321352]]",162
ENSMUSG00000012282,18,"[[34542313, 34547645]]",9
ENSMUSG00000014294,18,"[[36742570, 36744557]]",12
ENSMUSG00000014503,18,"[[34409423, 34438812]]",177
ENSMUSG00000014504,18,"[[34331145, 34336229]]",36
ENSMUSG00000019143,18,"[[36783008, 36791126]]",46
ENSMUSG00000019647,18,"[[47235918, 47368868]]",760
ENSMUSG00000023036,18,"[[37815079, 37840126]]",75
ENSMUSG00000023066,18,"[[88971790, 89130681]]",1295
ENSMUSG00000024231,18,"[[3382988, 3434972]]",391
ENSMUSG00000024232,18,"[[3507923, 3512397]]",28
ENSMUSG00000024233,18,"[[4165832, 4181971]]",67
ENSMUSG00000024234,18,"[[4375592, 4396464]]",142
ENSMUSG00000024235,18,"[[4332309, 4353015]]",125
ENSMUSG00000024236,18,"[[4920540, 5118429]]",897
ENSMUSG00000024238,18,"[[5591864, 5773063]]",1154
ENSMUSG00000024240,18,"[[6437238, 6516108]]",538
ENSMUSG00000024258,18,"[[31789159, 31796125]]",34
ENSMUSG00000024259,18,"[[31583194, 31609902]]",203
ENSMUSG00000024260,18,"[[31634371, 31722327]]",521
ENSMUSG00000024261,18,"[[31440186, 31447406]]",57
ENSMUSG00000024268,18,"[[25486841, 25754157]]",876
ENSMUSG00000024269,18,"[[25129838, 25169007]]",239
ENSMUSG00000024270,18,"[[24580928, 24603817]]",120
ENSMUSG00000024271,18,"[[24603961, 24638568]]",214
ENSMUSG00000024273,18,"[[24470869, 24477419]]",32
ENSMUSG00000024276,18,"[[23954705, 23961040]]",43
ENSMUSG00000024277,18,"[[23752333, 23890928]]",729
ENSMUSG00000024283,18,"[[7868832, 7926136]]",540
ENSMUSG00000024286,18,"[[9316559, 9450150]]",739
ENSMUSG00000024287,18,"[[9957906, 9993613]]",291
ENSMUSG00000024290,18,"[[10066051, 10182045]]",1057
ENSMUSG00000024293,18,"[[10567502, 10610352]]",374
ENSMUSG00000024294,18,"[[10725548, 10812122]]",716
ENSMUSG00000024302,18,"[[23415135, 23658742]]",1575
ENSMUSG00000024304,18,"[[16590150, 16809246]]",1534
ENSMUSG00000024306,18,"[[21811503, 22171442]]",2644
ENSMUSG00000024313,18,"[[21061923, 21100055]]",257
ENSMUSG00000024317,18,"[[21001341, 21026151]]",219
ENSMUSG00000024331,18,"[[20032209, 20059554]]",195
ENSMUSG00000024346,18,"[[36404380, 36454524]]",322
ENSMUSG00000024347,18,"[[35964830, 36012845]]",186
ENSMUSG00000024349,18,"[[35734508, 35740554]]",13
ENSMUSG00000024350,18,"[[35675122, 35708414]]",201
ENSMUSG00000024352,18,"[[35656718, 35662186]]",23
ENSMUSG00000024353,18,"[[35647573, 35649367]]",5
ENSMUSG00000024354,18,"[[35619408, 35627244]]",20
ENSMUSG00000024357,18,"[[35266556, 35499780]]",1244
ENSMUSG00000024359,18,"[[34938319, 34954357]]",134
ENSMUSG00000024360,18,"[[34904991, 34932007]]",189
ENSMUSG00000024366,18,"[[34690537, 34720387]]",134
ENSMUSG00000024370,18,"[[34631294, 34651735]]",118
ENSMUSG00000024376,18,"[[33797345, 34006919]]",1164
ENSMUSG00000024378,18,"[[33203589, 33213862]]",95
ENSMUSG00000024379,18,"[[32815383, 32819103]]",18
ENSMUSG00000024381,18,"[[32377230, 32435239]]",153
ENSMUSG00000024382,18,"[[32240300, 32269886]]",124
ENSMUSG00000024383,18,"[[32163196, 32228345]]",514
ENSMUSG00000024384,18,"[[32067741, 32097278]]",239
ENSMUSG00000024386,18,"[[32123233, 32139570]]",66
ENSMUSG00000024388,18,"[[31959404, 32036961]]",271
ENSMUSG00000024395,18,"[[31922290, 31958245]]",119
ENSMUSG00000024400,18,"[[31804090, 31906992]]",718
ENSMUSG00000024404,18,"[[12128741, 12155324]]",156
ENSMUSG00000024410,18,"[[12168717, 12190485]]",107
ENSMUSG00000024411,18,"[[15393367, 15410982]]",123
ENSMUSG00000024413,18,"[[12190923, 12236400]]",227
ENSMUSG00000024420,18,"[[13688998, 13972787]]",1803
ENSMUSG00000024421,18,"[[12333819, 12582660]]",1190
ENSMUSG00000024423,18,"[[12955852, 12990555]]",205
ENSMUSG00000024424,18,"[[12599896, 12736760]]",652
ENSMUSG00000024425,18,"[[38410396, 38460645]]",347
ENSMUSG00000024427,18,"[[38589809, 38601415]]",48
ENSMUSG00000024430,18,"[[12740322, 12755077]]",82
ENSMUSG00000024431,18,"[[39414485, 39519421]]",817
ENSMUSG00000024440,18,"[[38268808, 38284402]]",60
ENSMUSG00000024442,18,"[[38250259, 38261281]]",38
ENSMUSG00000024451,18,"[[37973175, 37998969]]",85
ENSMUSG00000024454,18,"[[37937617, 37955016]]",90
ENSMUSG00000024456,18,"[[37845344, 37935476]]",558
ENSMUSG00000024471,18,"[[44334074, 44355277]]",178
ENSMUSG00000024472,18,"[[44380502, 44417726]]",241
ENSMUSG00000024474,18,"[[36744656, 36757431]]",87
ENSMUSG00000024477,18,"[[46241523, 46280993]]",261
ENSMUSG00000024480,18,"[[46741876, 46790022]]",381
ENSMUSG00000024481,18,"[[46850038, 46905353]]",291
ENSMUSG00000024485,18,"[[36528147, 36541249]]",39
ENSMUSG00000024486,18,"[[36506656, 36515805]]",31
ENSMUSG00000024487,18,"[[40206241, 40219429]]",100
ENSMUSG00000024491,18,"[[42275353, 42338472]]",527
ENSMUSG00000024493,18,"[[42202516, 42262194]]",377
ENSMUSG00000024497,18,"[[42394539, 42396007]]",4
ENSMUSG00000024498,18,"[[42511487, 42574716]]",548
ENSMUSG00000024500,18,"[[42645731, 43059471]]",2322
ENSMUSG00000024501,18,"[[43324335, 43438286]]",640
ENSMUSG00000024502,18,"[[43531884, 43687773]]",1021
ENSMUSG00000024503,18,"[[43728163, 43737557]]",70
ENSMUSG00000024505,18,"[[49698333, 49755601]]",454
ENSMUSG00000024507,18,"[[50128201, 50195941]]",456
ENSMUSG00000024510,18,"[[52331549, 52332324]]",0
ENSMUSG00000024511,18,"[[69985191, 70141605]]",1009
ENSMUSG00000024512,18,"[[70240971, 70244582]]",29
ENSMUSG00000024513,18,"[[70568189, 70622706]]",341
ENSMUSG00000024515,18,"[[73640261, 73703780]]",403
ENSMUSG00000024516,18,"[[65800515, 65817510]]",93
ENSMUSG00000024517,18,"[[65872820, 65886267]]",75
ENSMUSG00000024518,18,"[[65935007, 65939787]]",25
ENSMUSG00000024519,18,"[[65956867, 65970237]]",42
ENSMUSG00000024521,18,"[[66458533, 66463370]]",36
ENSMUSG00000024524,18,"[[67088216, 67222712]]",687
ENSMUSG00000024525,18,"[[67289186, 67318507]]",131
ENSMUSG00000024526,18,"[[67343604, 67367520]]",140
ENSMUSG00000024527,18,"[[67405281, 67449172]]",242
ENSMUSG00000024528,18,"[[52465693, 52490625]]",200
ENSMUSG00000024529,18,"[[52519230, 52529867]]",72
ENSMUSG00000024530,18,"[[67464866, 67479242]]",66
ENSMUSG00000024533,18,"[[67491294, 67610790]]",806
ENSMUSG00000024534,18,"[[52767709, 52915388]]",901
ENSMUSG00000024535,18,"[[53245662, 53389581]]",818
ENSMUSG00000024537,18,"[[67641599, 67653975]]",55
ENSMUSG00000024538,18,"[[53406940, 53418115]]",59
ENSMUSG00000024539,18,"[[67665856, 67724595]]",449
ENSMUSG00000024542,18,"[[67800107, 67884874]]",604
ENSMUSG00000024544,18,"[[67933257, 68254536]]",1675
ENSMUSG00000024548,18,"[[78755218, 79109391]]",1825
ENSMUSG00000024552,18,"[[78146943, 78596942]]",2292
ENSMUSG00000024553,18,"[[82393696, 82406777]]",49
ENSMUSG00000024556,18,"[[73770629, 73815438]]",219
ENSMUSG00000024558,18,"[[73930401, 74064929]]",616
ENSMUSG00000024560,18,"[[74216131, 74221202]]",4
ENSMUSG00000024561,18,"[[74268175, 74281948]]",59
ENSMUSG00000024563,18,"[[76241580, 76304727]]",486
ENSMUSG00000024565,18,"[[80969476, 80986771]]",130
ENSMUSG00000024566,18,"[[80736016, 80934058]]",1313
ENSMUSG00000024570,18,"[[80192483, 80200658]]",30
ENSMUSG00000024575,18,"[[61220315, 61288206]]",287
ENSMUSG00000024576,18,"[[61555274, 61587430]]",304
ENSMUSG00000024578,18,"[[61687935, 61692434]]",12
ENSMUSG00000024579,18,"[[61697315, 61707635]]",30
ENSMUSG00000024580,18,"[[61715766, 61726325]]",66
ENSMUSG00000024581,18,"[[62977831, 62996957]]",107
ENSMUSG00000024583,18,"[[63664306, 63708801]]",364
ENSMUSG00000024587,18,"[[64500521, 64516652]]",81
ENSMUSG00000024588,18,"[[64458086, 64490251]]",181
ENSMUSG00000024589,18,"[[64887705, 65212883]]",1609
ENSMUSG00000024590,18,"[[56707813, 56752645]]",233
ENSMUSG00000024592,18,"[[56957745, 56975368]]",116
ENSMUSG00000024593,18,"[[57133090, 57294052]]",945
ENSMUSG00000024594,18,"[[57354741, 57389426]]",193
ENSMUSG00000024597,18,"[[57878678, 57944048]]",550
ENSMUSG00000024598,18,"[[58010261, 58210487]]",1286
ENSMUSG00000024600,18,"[[58556257, 58612352]]",375
ENSMUSG00000024601,18,"[[58659466, 58677908]]",104
ENSMUSG00000024603,18,"[[60526185, 60556438]]",193
ENSMUSG00000024604,18,"[[60560736, 60571950]]",55
ENSMUSG00000024608,18,"[[60747098, 60778495]]",127
ENSMUSG00000024610,18,"[[60803848, 60812159]]",30
ENSMUSG00000024613,18,"[[60814545, 60848971]]",122
ENSMUSG00000024614,18,"[[90510154, 90540193]]",270
ENSMUSG00000024617,18,"[[60925618, 60984777]]",163
ENSMUSG00000024619,18,"[[61019729, 61036199]]",38
ENSMUSG00000024620,18,"[[61045150, 61083380]]",82
ENSMUSG00000024621,18,"[[61105572, 61130477]]",65
ENSMUSG00000024622,18,"[[61132143, 61177050]]",246
ENSMUSG00000024644,18,"[[84668034, 84685702]]",72
ENSMUSG00000024645,18,"[[84947650, 84951524]]",14
ENSMUSG00000024646,18,"[[84851338, 84879581]]",167
ENSMUSG00000024647,18,"[[86711110, 86716775]]",31
ENSMUSG00000025420,18,"[[76977389, 77047308]]",363
